Date,Team,home_basic_MP,home_basic_FG,home_basic_FGA,home_basic_FG%,home_basic_3P,home_basic_3PA,home_basic_3P%,home_basic_FT,home_basic_FTA,home_basic_FT%,home_basic_ORB,home_basic_DRB,home_basic_TRB,home_basic_AST,home_basic_STL,home_basic_BLK,home_basic_TOV,home_basic_PF,home_basic_PTS,home_advanced_MP,home_advanced_TS%,home_advanced_eFG%,home_advanced_3PAr,home_advanced_FTr,home_advanced_ORB%,home_advanced_DRB%,home_advanced_TRB%,home_advanced_AST%,home_advanced_STL%,home_advanced_BLK%,home_advanced_TOV%,home_advanced_USG%,home_advanced_ORtg,home_advanced_DRtg
2024-11-22,Denver Nuggets,240,43,90,0.478,15,29,0.517,19,29,0.655,15,27,42,33,4,7,15,19,120,240,0.584,0.561,0.322,0.322,31.9,69.2,48.8,76.7,4.0,10.9,12.7,100.0,119.7,122.7
2024-11-22,Los Angeles Clippers,240,39,94,0.415,10,42,0.238,16,16,1.0,11,43,54,27,13,3,12,24,104,240,0.515,0.468,0.447,0.17,21.6,84.3,52.9,69.2,13.1,6.3,10.6,100.0,104.7,88.6
2024-11-23,Utah Jazz,240,44,87,0.506,19,34,0.559,14,19,0.737,9,43,52,30,4,4,18,19,121,240,0.634,0.615,0.391,0.218,23.7,79.6,56.5,68.2,4.0,8.2,15.9,100.0,119.7,104.8
2024-11-23,Orlando Magic,240,40,87,0.46,12,39,0.308,19,22,0.864,17,27,44,25,13,9,15,20,111,240,0.574,0.529,0.448,0.253,41.5,73.0,56.4,62.5,14.5,21.4,13.4,100.0,123.9,111.6
2024-11-23,Chicago Bulls,240,49,97,0.505,19,42,0.452,14,19,0.737,10,25,35,29,4,8,11,14,131,240,0.622,0.603,0.433,0.196,21.7,65.8,41.7,59.2,3.9,14.8,9.5,100.0,126.3,136.9
2024-11-23,Houston Rockets,240,32,90,0.356,8,32,0.25,26,33,0.788,14,29,43,17,8,5,10,19,98,240,0.469,0.4,0.356,0.367,27.5,64.4,44.8,53.1,8.3,10.9,8.7,100.0,102.1,108.3
2024-11-23,Milwaukee Bucks,240,43,89,0.483,18,37,0.486,21,26,0.808,10,41,51,20,3,9,14,22,125,240,0.622,0.584,0.416,0.292,22.7,74.5,51.5,46.5,2.9,17.0,12.2,100.0,122.2,116.4
2024-11-23,San Antonio Spurs,240,38,85,0.447,13,47,0.277,15,19,0.789,9,39,48,29,5,9,9,16,104,240,0.557,0.524,0.553,0.224,22.0,69.6,49.5,76.3,5.5,17.6,8.8,100.0,114.5,103.5
2024-11-23,Los Angeles Lakers,240,39,88,0.443,13,36,0.361,11,14,0.786,6,26,32,27,11,3,15,16,102,240,0.542,0.517,0.409,0.159,13.0,76.5,40.0,69.2,10.9,6.0,13.7,100.0,101.3,126.2
2024-11-24,Boston Celtics,240,37,87,0.425,21,56,0.375,12,15,0.8,8,32,40,25,5,7,7,23,107,240,0.572,0.546,0.644,0.172,17.4,74.4,44.9,67.6,5.5,14.9,7.0,100.0,118.1,115.9
2024-11-24,Indiana Pacers,240,41,86,0.477,12,27,0.444,21,27,0.778,12,33,45,31,8,3,12,18,115,240,0.587,0.547,0.314,0.314,26.7,80.5,52.3,75.6,8.3,6.8,10.9,100.0,119.2,106.7
2024-11-24,Miami Heat,265,46,107,0.43,14,41,0.341,17,27,0.63,12,45,57,27,6,6,9,22,123,265,0.517,0.495,0.383,0.252,21.4,75.0,49.1,58.7,5.3,9.2,7.0,100.0,109.1,104.7
2024-11-24,Philadelphia 76ers,240,34,86,0.395,9,39,0.231,22,26,0.846,13,20,33,22,8,5,14,17,99,240,0.508,0.448,0.453,0.302,27.7,66.7,42.9,64.7,8.4,9.8,12.6,100.0,103.7,131.0
2024-11-24,Cleveland Cavaliers,240,48,97,0.495,16,41,0.39,10,14,0.714,14,35,49,27,11,4,14,21,122,240,0.591,0.577,0.423,0.144,28.0,64.8,47.1,56.3,10.8,7.5,11.9,100.0,120.3,106.5
2024-11-24,Sacramento Kings,240,37,77,0.481,9,25,0.36,20,31,0.645,11,33,44,21,6,6,16,22,103,240,0.568,0.539,0.325,0.403,30.6,84.6,58.7,56.8,6.5,16.7,15.0,100.0,111.4,116.8
2024-11-25,Charlotte Hornets,240,31,75,0.413,7,32,0.219,15,19,0.789,13,39,52,14,6,5,27,20,84,240,0.504,0.46,0.427,0.253,33.3,75.0,57.1,45.2,6.4,10.4,24.5,100.0,89.6,101.4
2024-11-25,Detroit Pistons,240,34,76,0.447,12,37,0.324,22,31,0.71,6,32,38,27,4,7,14,19,102,240,0.569,0.526,0.487,0.408,18.2,58.2,43.2,79.4,4.3,10.1,13.5,100.0,110.8,108.7
2024-11-25,Indiana Pacers,240,43,91,0.473,17,47,0.362,11,16,0.688,7,34,41,30,10,2,15,16,114,240,0.581,0.566,0.516,0.176,16.3,81.0,48.2,69.8,9.8,3.7,13.3,100.0,111.2,107.3
2024-11-25,Atlanta Hawks,240,48,101,0.475,9,31,0.29,14,16,0.875,9,30,39,32,10,6,14,15,119,240,0.551,0.52,0.307,0.158,18.0,75.0,43.3,66.7,9.1,10.2,11.5,100.0,108.5,117.6
2024-11-25,Boston Celtics,240,45,88,0.511,22,51,0.431,14,20,0.7,8,39,47,33,10,11,11,12,126,240,0.651,0.636,0.58,0.227,19.0,79.6,51.6,73.3,10.2,17.2,10.2,100.0,128.4,95.8
2024-11-25,Memphis Grizzlies,240,43,87,0.494,12,28,0.429,25,34,0.735,16,44,60,35,7,13,19,20,123,240,0.603,0.563,0.322,0.391,39.0,69.8,57.7,81.4,6.9,23.2,15.7,100.0,120.9,96.3
2024-11-25,Denver Nuggets,240,41,92,0.446,11,33,0.333,25,27,0.926,10,23,33,23,5,3,11,18,118,240,0.568,0.505,0.359,0.293,22.2,74.2,43.4,56.1,5.0,5.4,9.6,100.0,117.3,144.2
2024-11-25,Golden State Warriors,240,45,93,0.484,19,46,0.413,11,17,0.647,11,32,43,32,8,5,13,21,120,240,0.597,0.586,0.495,0.183,23.9,82.1,50.6,71.1,8.0,13.2,11.5,100.0,120.3,128.4
2024-11-25,Sacramento Kings,240,42,87,0.483,8,32,0.25,17,23,0.739,9,22,31,24,10,4,12,22,109,240,0.561,0.529,0.368,0.264,21.4,66.7,41.3,57.1,10.2,7.3,11.0,100.0,111.6,133.1
2024-11-26,Washington Wizards,240,39,91,0.429,10,37,0.27,20,31,0.645,5,38,43,27,7,3,14,18,108,240,0.516,0.484,0.407,0.341,10.6,82.6,46.2,69.2,6.5,5.6,11.8,100.0,99.8,117.3
2024-11-26,Miami Heat,240,35,77,0.455,10,29,0.345,23,30,0.767,9,29,38,26,6,2,8,14,103,240,0.571,0.519,0.377,0.39,22.0,76.3,48.1,74.3,6.9,5.7,8.1,100.0,118.7,122.2
2024-11-26,Minnesota Timberwolves,265,42,98,0.429,9,38,0.237,18,20,0.9,14,38,52,21,6,4,17,18,111,265,0.52,0.474,0.388,0.204,27.5,84.4,54.2,50.0,5.6,6.5,13.7,100.0,103.9,109.5
2024-11-26,Utah Jazz,240,43,84,0.512,13,35,0.371,16,20,0.8,10,31,41,24,6,4,21,20,115,240,0.62,0.589,0.417,0.238,27.8,70.5,51.3,55.8,6.0,8.9,18.5,100.0,115.6,128.6
2024-11-26,Phoenix Suns,240,51,99,0.515,17,42,0.405,8,10,0.8,8,38,46,31,9,3,9,18,127,240,0.614,0.601,0.424,0.101,18.6,84.4,52.3,60.8,8.9,5.9,8.0,100.0,126.1,99.3
2024-11-27,Charlotte Hornets,240,37,98,0.378,17,51,0.333,3,8,0.375,16,27,43,22,10,5,13,19,94,240,0.463,0.464,0.52,0.082,28.6,87.1,49.4,59.5,10.3,13.9,11.4,100.0,97.0,101.1
2024-11-27,Cleveland Cavaliers,240,44,95,0.463,15,48,0.313,21,28,0.75,12,32,44,31,11,5,13,21,124,240,0.578,0.542,0.505,0.295,24.5,69.6,46.3,70.5,10.4,9.1,10.8,100.0,117.4,127.8
2024-11-27,Indiana Pacers,240,46,94,0.489,13,32,0.406,16,20,0.8,19,28,47,27,10,10,12,21,121,240,0.589,0.559,0.34,0.213,43.2,68.3,55.3,58.7,10.8,19.2,10.5,100.0,130.8,123.2
2024-11-27,Orlando Magic,240,46,90,0.511,15,39,0.385,26,28,0.929,7,32,39,30,10,8,13,14,133,240,0.65,0.594,0.433,0.311,18.9,82.1,51.3,65.2,9.6,17.8,11.3,100.0,127.4,114.0
2024-11-27,Philadelphia 76ers,265,43,96,0.448,12,33,0.364,17,23,0.739,10,32,42,19,12,7,16,26,115,265,0.542,0.51,0.344,0.24,21.3,69.6,45.2,44.2,11.0,12.3,13.1,100.0,105.6,112.1
2024-11-27,Washington Wizards,240,35,85,0.412,8,33,0.242,18,22,0.818,11,29,40,21,9,4,20,18,96,240,0.507,0.459,0.388,0.259,24.4,69.0,46.0,60.0,8.9,7.1,17.4,100.0,95.5,120.3
2024-11-27,Dallas Mavericks,240,48,85,0.565,17,33,0.515,16,21,0.762,10,33,43,27,6,4,13,25,129,240,0.684,0.665,0.388,0.247,27.8,82.5,56.6,56.3,6.2,7.0,12.1,100.0,133.1,117.7
2024-11-27,Memphis Grizzlies,240,51,93,0.548,17,46,0.37,12,16,0.75,10,32,42,31,13,4,17,21,131,240,0.655,0.64,0.495,0.172,23.3,78.0,50.0,60.8,12.4,8.5,14.5,100.0,124.5,105.5
2024-11-27,Minnesota Timberwolves,240,33,74,0.446,14,39,0.359,24,27,0.889,4,29,33,25,11,9,15,19,104,240,0.605,0.541,0.527,0.365,10.3,70.7,41.3,75.8,11.2,15.8,14.9,100.0,105.4,116.6
2024-11-27,New Orleans Pelicans,240,36,93,0.387,11,35,0.314,10,16,0.625,10,37,47,24,12,4,17,16,93,240,0.465,0.446,0.376,0.172,20.0,75.5,47.5,66.7,11.6,9.3,14.5,100.0,89.7,114.7
2024-11-27,San Antonio Spurs,240,36,85,0.424,14,40,0.35,15,16,0.938,11,27,38,26,7,4,15,13,101,240,0.549,0.506,0.471,0.188,23.9,71.1,45.2,72.2,7.5,7.1,14.0,100.0,107.5,126.7
2024-11-27,Phoenix Suns,240,41,77,0.532,12,31,0.387,23,28,0.821,3,34,37,25,7,5,17,26,117,240,0.655,0.61,0.403,0.364,9.4,82.9,50.7,61.0,6.9,11.1,16.0,100.0,115.5,125.4
2024-11-27,Utah Jazz,240,38,90,0.422,16,43,0.372,11,18,0.611,21,26,47,25,7,5,19,17,103,240,0.526,0.511,0.478,0.2,42.0,72.2,54.7,65.8,7.5,9.8,16.3,100.0,110.9,131.4
2024-11-27,Golden State Warriors,240,35,98,0.357,16,50,0.32,15,21,0.714,18,39,57,25,7,6,16,21,101,240,0.471,0.439,0.51,0.214,31.0,83.0,54.3,71.4,6.9,12.5,13.0,100.0,99.8,103.7
