,Date,Away,AwayPoints,Home,HomePoints,HomeAbbreviation,AwayAbbreviation,GameUrl,A_Team,B_Team,Winner,PointDifferential
149,2024-11-12,Miami Heat,121,Detroit Pistons,123,DET,MIA,https://www.basketball-reference.com/boxscores/202411120DET.html,Detroit Pistons,Miami Heat,Home,2
150,2024-11-12,Charlotte Hornets,89,Orlando Magic,114,ORL,CHO,https://www.basketball-reference.com/boxscores/202411120ORL.html,Charlotte Hornets,Orlando Magic,Home,25
151,2024-11-12,New York Knicks,111,Philadelphia 76ers,99,PHI,NYK,https://www.basketball-reference.com/boxscores/202411120PHI.html,New York Knicks,Philadelphia 76ers,Away,-12
152,2024-11-12,Toronto Raptors,85,Milwaukee Bucks,99,MIL,TOR,https://www.basketball-reference.com/boxscores/202411120MIL.html,Milwaukee Bucks,Toronto Raptors,Home,14
153,2024-11-12,Phoenix Suns,120,Utah Jazz,112,UTA,PHO,https://www.basketball-reference.com/boxscores/202411120UTA.html,Phoenix Suns,Utah Jazz,Away,-8
154,2024-11-12,Dallas Mavericks,117,Golden State Warriors,120,GSW,DAL,https://www.basketball-reference.com/boxscores/202411120GSW.html,Dallas Mavericks,Golden State Warriors,Home,3
155,2024-11-12,Minnesota Timberwolves,108,Portland Trail Blazers,122,POR,MIN,https://www.basketball-reference.com/boxscores/202411120POR.html,Minnesota Timberwolves,Portland Trail Blazers,Home,14
156,2024-11-13,Indiana Pacers,90,Orlando Magic,94,ORL,IND,https://www.basketball-reference.com/boxscores/202411130ORL.html,Indiana Pacers,Orlando Magic,Home,4
157,2024-11-13,Boston Celtics,139,Brooklyn Nets,114,BRK,BOS,https://www.basketball-reference.com/boxscores/202411130BRK.html,Boston Celtics,Brooklyn Nets,Away,-25
158,2024-11-13,Chicago Bulls,124,New York Knicks,123,NYK,CHI,https://www.basketball-reference.com/boxscores/202411130NYK.html,Chicago Bulls,New York Knicks,Away,-1
159,2024-11-13,New Orleans Pelicans,88,Oklahoma City Thunder,106,OKC,NOP,https://www.basketball-reference.com/boxscores/202411130OKC.html,New Orleans Pelicans,Oklahoma City Thunder,Home,18
160,2024-11-13,Cleveland Cavaliers,114,Philadelphia 76ers,106,PHI,CLE,https://www.basketball-reference.com/boxscores/202411130PHI.html,Cleveland Cavaliers,Philadelphia 76ers,Away,-8
161,2024-11-13,Los Angeles Clippers,103,Houston Rockets,111,HOU,LAC,https://www.basketball-reference.com/boxscores/202411130HOU.html,Houston Rockets,Los Angeles Clippers,Home,8
162,2024-11-13,Detroit Pistons,120,Milwaukee Bucks,127,MIL,DET,https://www.basketball-reference.com/boxscores/202411130MIL.html,Detroit Pistons,Milwaukee Bucks,Home,7
163,2024-11-13,Washington Wizards,130,San Antonio Spurs,139,SAS,WAS,https://www.basketball-reference.com/boxscores/202411130SAS.html,San Antonio Spurs,Washington Wizards,Home,9
164,2024-11-13,Memphis Grizzlies,123,Los Angeles Lakers,128,LAL,MEM,https://www.basketball-reference.com/boxscores/202411130LAL.html,Los Angeles Lakers,Memphis Grizzlies,Home,5
165,2024-11-13,Minnesota Timberwolves,98,Portland Trail Blazers,106,POR,MIN,https://www.basketball-reference.com/boxscores/202411130POR.html,Minnesota Timberwolves,Portland Trail Blazers,Home,8
166,2024-11-13,Phoenix Suns,104,Sacramento Kings,127,SAC,PHO,https://www.basketball-reference.com/boxscores/202411130SAC.html,Phoenix Suns,Sacramento Kings,Home,23
167,2024-11-14,Dallas Mavericks,113,Utah Jazz,115,UTA,DAL,https://www.basketball-reference.com/boxscores/202411140UTA.html,Dallas Mavericks,Utah Jazz,Home,2
168,2024-11-15,Miami Heat,124,Indiana Pacers,111,IND,MIA,https://www.basketball-reference.com/boxscores/202411150IND.html,Indiana Pacers,Miami Heat,Away,-13
169,2024-11-15,Philadelphia 76ers,86,Orlando Magic,98,ORL,PHI,https://www.basketball-reference.com/boxscores/202411150ORL.html,Orlando Magic,Philadelphia 76ers,Home,12
170,2024-11-15,Detroit Pistons,99,Toronto Raptors,95,TOR,DET,https://www.basketball-reference.com/boxscores/202411150TOR.html,Detroit Pistons,Toronto Raptors,Away,-4
171,2024-11-15,Washington Wizards,117,Atlanta Hawks,129,ATL,WAS,https://www.basketball-reference.com/boxscores/202411150ATL.html,Atlanta Hawks,Washington Wizards,Home,12
172,2024-11-15,Chicago Bulls,126,Cleveland Cavaliers,144,CLE,CHI,https://www.basketball-reference.com/boxscores/202411150CLE.html,Chicago Bulls,Cleveland Cavaliers,Home,18
173,2024-11-15,Brooklyn Nets,122,New York Knicks,124,NYK,BRK,https://www.basketball-reference.com/boxscores/202411150NYK.html,Brooklyn Nets,New York Knicks,Home,2
174,2024-11-15,Los Angeles Lakers,120,San Antonio Spurs,115,SAS,LAL,https://www.basketball-reference.com/boxscores/202411150SAS.html,Los Angeles Lakers,San Antonio Spurs,Away,-5
175,2024-11-15,Los Angeles Clippers,104,Houston Rockets,125,HOU,LAC,https://www.basketball-reference.com/boxscores/202411150HOU.html,Houston Rockets,Los Angeles Clippers,Home,21
176,2024-11-15,Denver Nuggets,94,New Orleans Pelicans,101,NOP,DEN,https://www.basketball-reference.com/boxscores/202411150NOP.html,Denver Nuggets,New Orleans Pelicans,Home,7
177,2024-11-15,Phoenix Suns,83,Oklahoma City Thunder,99,OKC,PHO,https://www.basketball-reference.com/boxscores/202411150OKC.html,Oklahoma City Thunder,Phoenix Suns,Home,16
178,2024-11-15,Memphis Grizzlies,118,Golden State Warriors,123,GSW,MEM,https://www.basketball-reference.com/boxscores/202411150GSW.html,Golden State Warriors,Memphis Grizzlies,Home,5
179,2024-11-15,Minnesota Timberwolves,130,Sacramento Kings,126,SAC,MIN,https://www.basketball-reference.com/boxscores/202411150SAC.html,Minnesota Timberwolves,Sacramento Kings,Away,-4
180,2024-11-16,Milwaukee Bucks,114,Charlotte Hornets,115,CHO,MIL,https://www.basketball-reference.com/boxscores/202411160CHO.html,Charlotte Hornets,Milwaukee Bucks,Home,1
181,2024-11-16,Toronto Raptors,123,Boston Celtics,126,BOS,TOR,https://www.basketball-reference.com/boxscores/202411160BOS.html,Boston Celtics,Toronto Raptors,Home,3
182,2024-11-16,Los Angeles Lakers,104,New Orleans Pelicans,99,NOP,LAL,https://www.basketball-reference.com/boxscores/202411160NOP.html,Los Angeles Lakers,New Orleans Pelicans,Away,-5
183,2024-11-16,San Antonio Spurs,93,Dallas Mavericks,110,DAL,SAS,https://www.basketball-reference.com/boxscores/202411160DAL.html,Dallas Mavericks,San Antonio Spurs,Home,17
184,2024-11-16,Utah Jazz,117,Sacramento Kings,121,SAC,UTA,https://www.basketball-reference.com/boxscores/202411160SAC.html,Sacramento Kings,Utah Jazz,Home,4
185,2024-11-17,Phoenix Suns,117,Minnesota Timberwolves,120,MIN,PHO,https://www.basketball-reference.com/boxscores/202411170MIN.html,Minnesota Timberwolves,Phoenix Suns,Home,3
186,2024-11-17,Miami Heat,110,Indiana Pacers,119,IND,MIA,https://www.basketball-reference.com/boxscores/202411170IND.html,Indiana Pacers,Miami Heat,Home,9
187,2024-11-17,Charlotte Hornets,114,Cleveland Cavaliers,128,CLE,CHO,https://www.basketball-reference.com/boxscores/202411170CLE.html,Charlotte Hornets,Cleveland Cavaliers,Home,14
188,2024-11-17,Denver Nuggets,90,Memphis Grizzlies,105,MEM,DEN,https://www.basketball-reference.com/boxscores/202411170MEM.html,Denver Nuggets,Memphis Grizzlies,Home,15
189,2024-11-17,Atlanta Hawks,110,Portland Trail Blazers,114,POR,ATL,https://www.basketball-reference.com/boxscores/202411170POR.html,Atlanta Hawks,Portland Trail Blazers,Home,4
190,2024-11-17,Detroit Pistons,124,Washington Wizards,104,WAS,DET,https://www.basketball-reference.com/boxscores/202411170WAS.html,Detroit Pistons,Washington Wizards,Away,-20
191,2024-11-17,Houston Rockets,143,Chicago Bulls,107,CHI,HOU,https://www.basketball-reference.com/boxscores/202411170CHI.html,Chicago Bulls,Houston Rockets,Away,-36
192,2024-11-17,Brooklyn Nets,104,New York Knicks,114,NYK,BRK,https://www.basketball-reference.com/boxscores/202411170NYK.html,Brooklyn Nets,New York Knicks,Home,10
193,2024-11-17,Dallas Mavericks,121,Oklahoma City Thunder,119,OKC,DAL,https://www.basketball-reference.com/boxscores/202411170OKC.html,Dallas Mavericks,Oklahoma City Thunder,Away,-2
194,2024-11-17,Utah Jazz,105,Los Angeles Clippers,116,LAC,UTA,https://www.basketball-reference.com/boxscores/202411170LAC.html,Los Angeles Clippers,Utah Jazz,Home,11
195,2024-11-18,Chicago Bulls,122,Detroit Pistons,112,DET,CHI,https://www.basketball-reference.com/boxscores/202411180DET.html,Chicago Bulls,Detroit Pistons,Away,-10
196,2024-11-18,Philadelphia 76ers,89,Miami Heat,106,MIA,PHI,https://www.basketball-reference.com/boxscores/202411180MIA.html,Miami Heat,Philadelphia 76ers,Home,17
197,2024-11-18,Washington Wizards,106,New York Knicks,134,NYK,WAS,https://www.basketball-reference.com/boxscores/202411180NYK.html,New York Knicks,Washington Wizards,Home,28
198,2024-11-18,Indiana Pacers,119,Toronto Raptors,130,TOR,IND,https://www.basketball-reference.com/boxscores/202411180TOR.html,Indiana Pacers,Toronto Raptors,Home,11
199,2024-11-18,Houston Rockets,100,Milwaukee Bucks,101,MIL,HOU,https://www.basketball-reference.com/boxscores/202411180MIL.html,Houston Rockets,Milwaukee Bucks,Home,1
200,2024-11-18,Orlando Magic,109,Phoenix Suns,99,PHO,ORL,https://www.basketball-reference.com/boxscores/202411180PHO.html,Orlando Magic,Phoenix Suns,Away,-10
201,2024-11-18,Atlanta Hawks,109,Sacramento Kings,108,SAC,ATL,https://www.basketball-reference.com/boxscores/202411180SAC.html,Atlanta Hawks,Sacramento Kings,Away,-1
202,2024-11-18,Golden State Warriors,99,Los Angeles Clippers,102,LAC,GSW,https://www.basketball-reference.com/boxscores/202411180LAC.html,Golden State Warriors,Los Angeles Clippers,Home,3
203,2024-11-19,Cleveland Cavaliers,117,Boston Celtics,120,BOS,CLE,https://www.basketball-reference.com/boxscores/202411190BOS.html,Boston Celtics,Cleveland Cavaliers,Home,3
204,2024-11-19,Charlotte Hornets,115,Brooklyn Nets,116,BRK,CHO,https://www.basketball-reference.com/boxscores/202411190BRK.html,Brooklyn Nets,Charlotte Hornets,Home,1
205,2024-11-19,Denver Nuggets,122,Memphis Grizzlies,110,MEM,DEN,https://www.basketball-reference.com/boxscores/202411190MEM.html,Denver Nuggets,Memphis Grizzlies,Away,-12
206,2024-11-19,New Orleans Pelicans,91,Dallas Mavericks,132,DAL,NOP,https://www.basketball-reference.com/boxscores/202411190DAL.html,Dallas Mavericks,New Orleans Pelicans,Home,41
207,2024-11-19,Oklahoma City Thunder,104,San Antonio Spurs,110,SAS,OKC,https://www.basketball-reference.com/boxscores/202411190SAS.html,Oklahoma City Thunder,San Antonio Spurs,Home,6
208,2024-11-19,Utah Jazz,118,Los Angeles Lakers,124,LAL,UTA,https://www.basketball-reference.com/boxscores/202411190LAL.html,Los Angeles Lakers,Utah Jazz,Home,6
209,2024-11-20,New Orleans Pelicans,100,Cleveland Cavaliers,128,CLE,NOP,https://www.basketball-reference.com/boxscores/202411200CLE.html,Cleveland Cavaliers,New Orleans Pelicans,Home,28
210,2024-11-20,Chicago Bulls,106,Milwaukee Bucks,122,MIL,CHI,https://www.basketball-reference.com/boxscores/202411200MIL.html,Chicago Bulls,Milwaukee Bucks,Home,16
211,2024-11-20,Indiana Pacers,113,Houston Rockets,130,HOU,IND,https://www.basketball-reference.com/boxscores/202411200HOU.html,Houston Rockets,Indiana Pacers,Home,17
212,2024-11-20,Philadelphia 76ers,111,Memphis Grizzlies,117,MEM,PHI,https://www.basketball-reference.com/boxscores/202411200MEM.html,Memphis Grizzlies,Philadelphia 76ers,Home,6
213,2024-11-20,Portland Trail Blazers,99,Oklahoma City Thunder,109,OKC,POR,https://www.basketball-reference.com/boxscores/202411200OKC.html,Oklahoma City Thunder,Portland Trail Blazers,Home,10
214,2024-11-20,Atlanta Hawks,97,Golden State Warriors,120,GSW,ATL,https://www.basketball-reference.com/boxscores/202411200GSW.html,Atlanta Hawks,Golden State Warriors,Home,23
215,2024-11-20,New York Knicks,138,Phoenix Suns,122,PHO,NYK,https://www.basketball-reference.com/boxscores/202411200PHO.html,New York Knicks,Phoenix Suns,Away,-16
216,2024-11-20,Orlando Magic,93,Los Angeles Clippers,104,LAC,ORL,https://www.basketball-reference.com/boxscores/202411200LAC.html,Los Angeles Clippers,Orlando Magic,Home,11
217,2024-11-21,Detroit Pistons,121,Charlotte Hornets,123,CHO,DET,https://www.basketball-reference.com/boxscores/202411210CHO.html,Charlotte Hornets,Detroit Pistons,Home,2
218,2024-11-21,Minnesota Timberwolves,105,Toronto Raptors,110,TOR,MIN,https://www.basketball-reference.com/boxscores/202411210TOR.html,Minnesota Timberwolves,Toronto Raptors,Home,5
219,2024-11-21,Utah Jazz,118,San Antonio Spurs,126,SAS,UTA,https://www.basketball-reference.com/boxscores/202411210SAS.html,San Antonio Spurs,Utah Jazz,Home,8
220,2024-11-21,Orlando Magic,119,Los Angeles Lakers,118,LAL,ORL,https://www.basketball-reference.com/boxscores/202411210LAL.html,Los Angeles Lakers,Orlando Magic,Away,-1
221,2024-11-22,Brooklyn Nets,98,Philadelphia 76ers,113,PHI,BRK,https://www.basketball-reference.com/boxscores/202411220PHI.html,Brooklyn Nets,Philadelphia 76ers,Home,15
222,2024-11-22,Boston Celtics,108,Washington Wizards,96,WAS,BOS,https://www.basketball-reference.com/boxscores/202411220WAS.html,Boston Celtics,Washington Wizards,Away,-12
223,2024-11-22,Golden State Warriors,112,New Orleans Pelicans,108,NOP,GSW,https://www.basketball-reference.com/boxscores/202411220NOP.html,Golden State Warriors,New Orleans Pelicans,Away,-4
224,2024-11-22,Atlanta Hawks,122,Chicago Bulls,136,CHI,ATL,https://www.basketball-reference.com/boxscores/202411220CHI.html,Atlanta Hawks,Chicago Bulls,Home,14
225,2024-11-22,Portland Trail Blazers,88,Houston Rockets,116,HOU,POR,https://www.basketball-reference.com/boxscores/202411220HOU.html,Houston Rockets,Portland Trail Blazers,Home,28
226,2024-11-22,Indiana Pacers,117,Milwaukee Bucks,129,MIL,IND,https://www.basketball-reference.com/boxscores/202411220MIL.html,Indiana Pacers,Milwaukee Bucks,Home,12
227,2024-11-22,Dallas Mavericks,123,Denver Nuggets,120,DEN,DAL,https://www.basketball-reference.com/boxscores/202411220DEN.html,Dallas Mavericks,Denver Nuggets,Away,-3
228,2024-11-22,Sacramento Kings,88,Los Angeles Clippers,104,LAC,SAC,https://www.basketball-reference.com/boxscores/202411220LAC.html,Los Angeles Clippers,Sacramento Kings,Home,16
229,2024-11-23,New York Knicks,106,Utah Jazz,121,UTA,NYK,https://www.basketball-reference.com/boxscores/202411230UTA.html,New York Knicks,Utah Jazz,Home,15
230,2024-11-23,Detroit Pistons,100,Orlando Magic,111,ORL,DET,https://www.basketball-reference.com/boxscores/202411230ORL.html,Detroit Pistons,Orlando Magic,Home,11
231,2024-11-23,Memphis Grizzlies,142,Chicago Bulls,131,CHI,MEM,https://www.basketball-reference.com/boxscores/202411230CHI.html,Chicago Bulls,Memphis Grizzlies,Away,-11
232,2024-11-23,Portland Trail Blazers,104,Houston Rockets,98,HOU,POR,https://www.basketball-reference.com/boxscores/202411230HOU.html,Houston Rockets,Portland Trail Blazers,Away,-6
233,2024-11-23,Charlotte Hornets,119,Milwaukee Bucks,125,MIL,CHO,https://www.basketball-reference.com/boxscores/202411230MIL.html,Charlotte Hornets,Milwaukee Bucks,Home,6
234,2024-11-23,Golden State Warriors,94,San Antonio Spurs,104,SAS,GSW,https://www.basketball-reference.com/boxscores/202411230SAS.html,Golden State Warriors,San Antonio Spurs,Home,10
235,2024-11-23,Denver Nuggets,127,Los Angeles Lakers,102,LAL,DEN,https://www.basketball-reference.com/boxscores/202411230LAL.html,Denver Nuggets,Los Angeles Lakers,Away,-25
236,2024-11-24,Minnesota Timberwolves,105,Boston Celtics,107,BOS,MIN,https://www.basketball-reference.com/boxscores/202411240BOS.html,Boston Celtics,Minnesota Timberwolves,Home,2
237,2024-11-24,Washington Wizards,103,Indiana Pacers,115,IND,WAS,https://www.basketball-reference.com/boxscores/202411240IND.html,Indiana Pacers,Washington Wizards,Home,12
238,2024-11-24,Dallas Mavericks,118,Miami Heat,123,MIA,DAL,https://www.basketball-reference.com/boxscores/202411240MIA.html,Dallas Mavericks,Miami Heat,Home,5
239,2024-11-24,Los Angeles Clippers,125,Philadelphia 76ers,99,PHI,LAC,https://www.basketball-reference.com/boxscores/202411240PHI.html,Los Angeles Clippers,Philadelphia 76ers,Away,-26
240,2024-11-24,Toronto Raptors,108,Cleveland Cavaliers,122,CLE,TOR,https://www.basketball-reference.com/boxscores/202411240CLE.html,Cleveland Cavaliers,Toronto Raptors,Home,14
241,2024-11-24,Brooklyn Nets,108,Sacramento Kings,103,SAC,BRK,https://www.basketball-reference.com/boxscores/202411240SAC.html,Brooklyn Nets,Sacramento Kings,Away,-5
242,2024-11-25,Orlando Magic,95,Charlotte Hornets,84,CHO,ORL,https://www.basketball-reference.com/boxscores/202411250CHO.html,Charlotte Hornets,Orlando Magic,Away,-11
243,2024-11-25,Toronto Raptors,100,Detroit Pistons,102,DET,TOR,https://www.basketball-reference.com/boxscores/202411250DET.html,Detroit Pistons,Toronto Raptors,Home,2
244,2024-11-25,New Orleans Pelicans,110,Indiana Pacers,114,IND,NOP,https://www.basketball-reference.com/boxscores/202411250IND.html,Indiana Pacers,New Orleans Pelicans,Home,4
245,2024-11-25,Dallas Mavericks,129,Atlanta Hawks,119,ATL,DAL,https://www.basketball-reference.com/boxscores/202411250ATL.html,Atlanta Hawks,Dallas Mavericks,Away,-10
246,2024-11-25,Los Angeles Clippers,94,Boston Celtics,126,BOS,LAC,https://www.basketball-reference.com/boxscores/202411250BOS.html,Boston Celtics,Los Angeles Clippers,Home,32
247,2024-11-25,Portland Trail Blazers,98,Memphis Grizzlies,123,MEM,POR,https://www.basketball-reference.com/boxscores/202411250MEM.html,Memphis Grizzlies,Portland Trail Blazers,Home,25
248,2024-11-25,New York Knicks,145,Denver Nuggets,118,DEN,NYK,https://www.basketball-reference.com/boxscores/202411250DEN.html,Denver Nuggets,New York Knicks,Away,-27
249,2024-11-25,Brooklyn Nets,128,Golden State Warriors,120,GSW,BRK,https://www.basketball-reference.com/boxscores/202411250GSW.html,Brooklyn Nets,Golden State Warriors,Away,-8
250,2024-11-25,Oklahoma City Thunder,130,Sacramento Kings,109,SAC,OKC,https://www.basketball-reference.com/boxscores/202411250SAC.html,Oklahoma City Thunder,Sacramento Kings,Away,-21
251,2024-11-26,Chicago Bulls,127,Washington Wizards,108,WAS,CHI,https://www.basketball-reference.com/boxscores/202411260WAS.html,Chicago Bulls,Washington Wizards,Away,-19
252,2024-11-26,Milwaukee Bucks,106,Miami Heat,103,MIA,MIL,https://www.basketball-reference.com/boxscores/202411260MIA.html,Miami Heat,Milwaukee Bucks,Away,-3
253,2024-11-26,Houston Rockets,117,Minnesota Timberwolves,111,MIN,HOU,https://www.basketball-reference.com/boxscores/202411260MIN.html,Houston Rockets,Minnesota Timberwolves,Away,-6
254,2024-11-26,San Antonio Spurs,128,Utah Jazz,115,UTA,SAS,https://www.basketball-reference.com/boxscores/202411260UTA.html,San Antonio Spurs,Utah Jazz,Away,-13
255,2024-11-26,Los Angeles Lakers,100,Phoenix Suns,127,PHO,LAL,https://www.basketball-reference.com/boxscores/202411260PHO.html,Los Angeles Lakers,Phoenix Suns,Home,27
256,2024-11-27,Miami Heat,98,Charlotte Hornets,94,CHO,MIA,https://www.basketball-reference.com/boxscores/202411270CHO.html,Charlotte Hornets,Miami Heat,Away,-4
257,2024-11-27,Atlanta Hawks,135,Cleveland Cavaliers,124,CLE,ATL,https://www.basketball-reference.com/boxscores/202411270CLE.html,Atlanta Hawks,Cleveland Cavaliers,Away,-11
258,2024-11-27,Portland Trail Blazers,114,Indiana Pacers,121,IND,POR,https://www.basketball-reference.com/boxscores/202411270IND.html,Indiana Pacers,Portland Trail Blazers,Home,7
259,2024-11-27,Chicago Bulls,119,Orlando Magic,133,ORL,CHI,https://www.basketball-reference.com/boxscores/202411270ORL.html,Chicago Bulls,Orlando Magic,Home,14
260,2024-11-27,Houston Rockets,122,Philadelphia 76ers,115,PHI,HOU,https://www.basketball-reference.com/boxscores/202411270PHI.html,Houston Rockets,Philadelphia 76ers,Away,-7
261,2024-11-27,Los Angeles Clippers,121,Washington Wizards,96,WAS,LAC,https://www.basketball-reference.com/boxscores/202411270WAS.html,Los Angeles Clippers,Washington Wizards,Away,-25
