Date,Team,away_basic_MP,away_basic_FG,away_basic_FGA,away_basic_FG%,away_basic_3P,away_basic_3PA,away_basic_3P%,away_basic_FT,away_basic_FTA,away_basic_FT%,away_basic_ORB,away_basic_DRB,away_basic_TRB,away_basic_AST,away_basic_STL,away_basic_BLK,away_basic_TOV,away_basic_PF,away_basic_PTS,away_advanced_MP,away_advanced_TS%,away_advanced_eFG%,away_advanced_3PAr,away_advanced_FTr,away_advanced_ORB%,away_advanced_DRB%,away_advanced_TRB%,away_advanced_AST%,away_advanced_STL%,away_advanced_BLK%,away_advanced_TOV%,away_advanced_USG%,away_advanced_ORtg,away_advanced_DRtg
2025-03-13,Sacramento Kings,240,37,79,0.468,14,37,0.378,16,22,0.727,5,25,30,25,7,4,15,15,104,240,0.586,0.557,0.468,0.278,12.2,78.1,41.1,67.6,7.2,10.3,14.5,100.0,107.7,134.6
2025-03-14,Boston Celtics,240,36,83,0.434,19,50,0.38,12,13,0.923,9,32,41,18,8,4,15,17,103,240,0.58,0.548,0.602,0.157,22.5,82.1,51.9,50.0,8.7,9.8,14.5,100.0,112.1,99.0
2025-03-14,Indiana Pacers,240,44,89,0.494,10,35,0.286,14,18,0.778,12,33,45,31,6,4,11,17,112,240,0.578,0.551,0.393,0.202,27.3,75.0,51.1,70.5,6.4,9.1,10.2,100.0,118.6,105.9
2025-03-14,Los Angeles Clippers,240,47,86,0.547,12,27,0.444,15,20,0.75,7,33,40,27,14,5,14,15,121,240,0.638,0.616,0.314,0.233,18.4,71.7,47.6,57.4,14.2,9.1,12.9,100.0,122.4,99.1
2025-03-14,Dallas Mavericks,240,39,94,0.415,8,22,0.364,10,12,0.833,6,28,34,14,4,6,8,11,96,240,0.483,0.457,0.234,0.128,10.7,62.2,33.7,35.9,4.0,8.1,7.5,100.0,95.7,132.5
2025-03-14,Cleveland Cavaliers,240,44,88,0.5,19,51,0.373,26,33,0.788,8,35,43,32,9,4,16,17,133,240,0.649,0.608,0.58,0.375,18.6,77.8,48.9,72.7,8.3,6.6,13.5,100.0,123.0,114.7
2025-03-14,Orlando Magic,240,40,89,0.449,12,28,0.429,19,22,0.864,6,25,31,18,9,5,11,22,111,240,0.562,0.517,0.315,0.247,13.3,80.6,40.8,45.0,8.9,10.6,10.0,100.0,110.4,117.3
2025-03-14,Charlotte Hornets,240,51,85,0.6,26,46,0.565,17,19,0.895,8,26,34,42,7,2,20,17,145,240,0.777,0.753,0.541,0.224,29.6,60.5,48.6,82.4,7.0,4.1,17.6,100.0,145.2,134.2
2025-03-14,Los Angeles Lakers,240,49,105,0.467,15,40,0.375,13,16,0.813,19,28,47,32,10,2,9,25,126,240,0.562,0.538,0.381,0.152,38.8,75.7,54.7,65.3,10.1,3.7,7.4,100.0,126.8,131.9
2025-03-14,Toronto Raptors,240,44,91,0.484,12,32,0.375,26,35,0.743,10,41,51,28,9,6,15,26,126,240,0.592,0.549,0.352,0.385,25.6,87.2,59.3,63.6,8.2,11.8,12.4,100.0,115.2,107.9
2025-03-14,Sacramento Kings,240,40,81,0.494,8,32,0.25,18,20,0.9,12,28,40,25,7,1,19,18,106,240,0.59,0.543,0.395,0.247,30.8,80.0,54.1,62.5,7.5,2.8,17.5,100.0,113.4,130.5
2025-03-15,Boston Celtics,240,44,84,0.524,13,38,0.342,14,19,0.737,13,25,38,29,5,7,8,14,115,240,0.623,0.601,0.452,0.226,32.5,58.1,45.8,65.9,5.9,15.9,8.0,100.0,136.6,134.2
2025-03-15,Oklahoma City Thunder,240,43,89,0.483,10,34,0.294,17,22,0.773,10,34,44,17,11,8,18,20,113,240,0.573,0.539,0.382,0.247,23.3,85.0,53.0,39.5,10.6,14.5,15.4,100.0,109.1,103.3
2025-03-15,Chicago Bulls,240,43,93,0.462,14,38,0.368,14,16,0.875,5,31,36,24,6,5,11,23,114,240,0.57,0.538,0.409,0.172,11.6,66.0,40.0,55.8,5.8,9.3,9.9,100.0,110.2,113.1
2025-03-15,Miami Heat,240,35,88,0.398,9,37,0.243,12,15,0.8,10,27,37,24,6,4,14,16,91,240,0.481,0.449,0.42,0.17,20.0,71.1,42.0,68.6,6.3,6.6,12.9,100.0,94.9,130.4
2025-03-15,Indiana Pacers,240,46,96,0.479,17,43,0.395,10,13,0.769,10,22,32,29,9,4,12,15,119,240,0.585,0.568,0.448,0.135,20.8,75.9,41.6,63.0,9.0,9.5,10.6,100.0,119.5,126.5
2025-03-15,New York Knicks,240,37,86,0.43,9,24,0.375,11,13,0.846,13,36,49,20,6,6,13,16,94,240,0.512,0.483,0.279,0.151,27.1,78.3,52.1,54.1,6.6,14.3,12.4,100.0,103.8,107.1
2025-03-15,New Orleans Pelicans,240,46,92,0.5,12,35,0.343,11,11,1.0,12,40,52,34,2,3,18,20,115,240,0.594,0.565,0.38,0.12,29.3,83.3,58.4,73.9,2.0,6.7,15.7,100.0,115.5,119.5
2025-03-15,Washington Wizards,240,46,95,0.484,19,45,0.422,15,17,0.882,13,31,44,34,11,4,17,17,126,240,0.615,0.584,0.474,0.179,28.9,75.6,51.2,73.9,10.4,6.6,14.2,100.0,119.3,116.5
2025-03-16,Orlando Magic,240,34,81,0.42,13,31,0.419,27,34,0.794,13,34,47,21,11,3,18,20,108,240,0.563,0.5,0.383,0.42,28.9,68.0,49.5,61.8,11.2,5.4,15.8,100.0,109.7,104.6
2025-03-16,Philadelphia 76ers,240,48,92,0.522,14,36,0.389,20,24,0.833,9,30,39,21,13,3,11,21,130,240,0.634,0.598,0.391,0.261,20.5,75.0,46.4,43.8,12.6,5.7,9.7,100.0,126.2,121.4
2025-03-16,Phoenix Suns,240,35,89,0.393,9,41,0.22,17,21,0.81,14,37,51,25,4,4,14,27,96,240,0.489,0.444,0.461,0.236,29.8,84.1,56.0,71.4,4.2,9.5,12.5,100.0,101.0,112.5
2025-03-16,Atlanta Hawks,240,42,90,0.467,11,37,0.297,19,24,0.792,10,28,38,27,12,11,14,17,114,240,0.567,0.528,0.411,0.267,26.3,70.0,48.7,64.3,11.9,20.0,12.2,100.0,113.3,121.3
2025-03-16,Toronto Raptors,240,38,94,0.404,10,31,0.323,16,20,0.8,19,28,47,29,12,0,18,22,102,240,0.496,0.457,0.33,0.213,37.3,59.6,48.0,76.3,12.5,0.0,14.9,100.0,106.0,109.2
2025-03-16,Charlotte Hornets,240,37,94,0.394,6,33,0.182,8,9,0.889,11,33,44,27,5,5,11,18,88,240,0.449,0.426,0.351,0.096,21.2,66.0,43.1,73.0,5.2,7.5,10.1,100.0,91.9,128.5
2025-03-16,Utah Jazz,240,39,90,0.433,12,38,0.316,12,15,0.8,10,34,44,23,4,0,22,20,102,240,0.528,0.5,0.422,0.167,23.3,68.0,47.3,59.0,3.9,0.0,18.5,100.0,99.1,124.3
2025-03-16,Oklahoma City Thunder,240,46,89,0.517,10,29,0.345,19,25,0.76,8,42,50,30,3,3,10,20,121,240,0.605,0.573,0.326,0.281,24.2,82.4,59.5,65.2,3.1,6.1,9.1,100.0,125.0,108.5
2025-03-17,Miami Heat,240,39,82,0.476,6,23,0.261,11,12,0.917,9,30,39,23,9,6,21,11,95,240,0.544,0.512,0.28,0.146,24.3,69.8,48.8,59.0,9.4,9.8,19.4,100.0,98.7,120.5
2025-03-17,Philadelphia 76ers,265,48,95,0.505,24,49,0.49,17,25,0.68,8,27,35,21,8,4,16,20,137,265,0.646,0.632,0.516,0.263,18.6,54.0,37.6,43.8,7.4,7.4,13.1,100.0,127.0,133.5
2025-03-17,Indiana Pacers,265,48,97,0.495,17,37,0.459,19,23,0.826,14,34,48,28,7,6,20,25,132,265,0.616,0.582,0.381,0.237,28.6,79.1,52.2,58.3,6.2,10.9,15.7,100.0,116.9,115.2
2025-03-17,Detroit Pistons,240,46,84,0.548,13,35,0.371,22,29,0.759,11,39,50,33,10,7,14,19,127,240,0.656,0.625,0.417,0.345,29.7,75.0,56.2,71.7,10.2,13.0,12.6,100.0,128.9,82.2
2025-03-17,Chicago Bulls,240,42,97,0.433,14,45,0.311,13,16,0.813,9,40,49,29,12,3,11,14,111,240,0.533,0.505,0.464,0.165,17.0,90.9,50.5,69.0,11.4,6.8,9.6,100.0,105.1,91.8
2025-03-17,Denver Nuggets,240,43,92,0.467,14,39,0.359,14,18,0.778,19,34,53,32,12,7,22,24,114,240,0.57,0.543,0.424,0.196,41.3,75.6,58.2,74.4,11.8,13.7,18.0,100.0,112.3,103.4
2025-03-17,Toronto Raptors,240,31,87,0.356,10,35,0.286,17,23,0.739,12,28,40,20,4,2,12,15,89,240,0.458,0.414,0.402,0.264,22.2,70.0,42.6,64.5,4.2,3.8,11.0,100.0,94.5,136.9
2025-03-17,Washington Wizards,240,38,92,0.413,12,40,0.3,9,12,0.75,11,38,49,27,6,7,16,16,97,240,0.499,0.478,0.435,0.13,23.4,73.1,49.5,71.1,6.0,13.2,14.1,100.0,97.8,112.9
2025-03-17,Memphis Grizzlies,240,44,90,0.489,13,30,0.433,21,21,1.0,15,33,48,24,8,7,18,22,122,240,0.615,0.561,0.333,0.233,34.9,76.7,55.8,54.5,7.9,14.9,15.4,100.0,120.3,130.2
2025-03-17,San Antonio Spurs,240,41,88,0.466,15,38,0.395,12,14,0.857,9,35,44,30,6,5,17,18,109,240,0.579,0.551,0.432,0.159,20.9,81.4,51.2,73.2,6.0,11.9,15.3,100.0,109.3,125.3
2025-03-18,Atlanta Hawks,240,50,93,0.538,22,45,0.489,12,15,0.8,11,35,46,27,12,8,11,17,134,240,0.673,0.656,0.484,0.161,27.5,77.8,54.1,54.0,12.3,14.8,9.9,100.0,136.9,104.2
2025-03-18,Brooklyn Nets,240,36,88,0.409,13,45,0.289,11,17,0.647,8,31,39,21,9,2,9,19,96,240,0.503,0.483,0.511,0.193,16.0,83.8,44.8,58.3,9.6,6.5,8.6,100.0,102.1,110.6
2025-03-18,Milwaukee Bucks,240,31,79,0.392,12,38,0.316,19,27,0.704,4,30,34,19,9,4,10,15,93,240,0.512,0.468,0.481,0.342,8.5,76.9,39.5,61.3,9.4,12.1,9.9,100.0,97.5,109.1
2025-03-18,Cleveland Cavaliers,240,44,90,0.489,14,41,0.341,17,26,0.654,10,19,29,29,6,0,9,21,119,240,0.587,0.567,0.456,0.289,22.2,57.6,37.2,65.9,6.3,0.0,8.1,100.0,125.7,139.4
2025-03-19,Dallas Mavericks,240,48,88,0.545,11,27,0.407,24,32,0.75,7,34,41,23,6,0,13,26,131,240,0.642,0.608,0.307,0.364,17.9,85.0,51.9,47.9,5.8,0.0,11.3,100.0,126.0,129.8
2025-03-19,Houston Rockets,240,38,81,0.469,11,35,0.314,29,32,0.906,12,34,46,18,10,5,16,18,116,240,0.61,0.537,0.432,0.395,30.8,70.8,52.9,47.4,10.4,8.8,14.4,100.0,121.0,112.7
2025-03-19,Detroit Pistons,240,46,91,0.505,9,23,0.391,15,18,0.833,13,34,47,25,4,10,13,20,116,240,0.586,0.555,0.253,0.198,33.3,75.6,56.0,54.3,4.1,17.2,11.6,100.0,120.0,116.9
2025-03-19,New Orleans Pelicans,240,47,89,0.528,13,29,0.448,12,22,0.545,11,35,46,28,5,6,15,25,119,240,0.603,0.601,0.326,0.247,26.2,79.5,53.5,59.6,5.1,15.8,13.2,100.0,120.7,116.6
2025-03-19,Philadelphia 76ers,240,35,95,0.368,18,57,0.316,12,16,0.75,12,29,41,24,8,3,12,15,100,240,0.49,0.463,0.6,0.168,21.4,72.5,42.7,68.6,8.0,7.9,10.5,100.0,100.5,133.7
2025-03-19,New York Knicks,240,39,92,0.424,11,37,0.297,16,21,0.762,17,27,44,28,7,7,11,18,105,240,0.519,0.484,0.402,0.228,31.5,64.3,45.8,71.8,7.4,12.7,9.8,100.0,110.9,126.7
2025-03-19,Washington Wizards,240,43,93,0.462,12,45,0.267,14,18,0.778,13,24,37,30,12,4,14,13,112,240,0.555,0.527,0.484,0.194,28.3,72.7,46.8,69.8,11.9,8.5,12.2,100.0,111.5,127.4
2025-03-19,Denver Nuggets,240,41,87,0.471,13,39,0.333,13,21,0.619,12,33,45,25,8,4,19,17,108,240,0.561,0.546,0.448,0.241,28.6,80.5,54.2,61.0,8.0,8.9,16.5,100.0,108.0,120.0
2025-03-19,Chicago Bulls,240,49,90,0.544,15,38,0.395,8,12,0.667,8,32,40,29,7,8,13,19,121,240,0.635,0.628,0.422,0.133,19.5,71.1,46.5,59.2,7.0,14.3,12.0,100.0,121.6,127.6
2025-03-19,Memphis Grizzlies,240,37,92,0.402,8,30,0.267,17,21,0.81,10,30,40,23,11,4,10,20,99,240,0.489,0.446,0.326,0.228,18.9,57.7,38.1,62.2,11.3,8.0,9.0,100.0,101.4,117.7
2025-03-19,Cleveland Cavaliers,240,46,84,0.548,13,34,0.382,14,18,0.778,8,29,37,24,7,1,12,14,119,240,0.647,0.625,0.405,0.214,22.9,67.4,47.4,52.2,7.4,1.8,11.5,100.0,126.2,130.4
2025-03-20,New York Knicks,240,36,90,0.4,10,39,0.256,16,20,0.8,9,29,38,26,9,2,7,18,98,240,0.496,0.456,0.433,0.222,18.0,72.5,42.2,72.2,9.6,3.6,6.6,100.0,104.2,122.2
2025-03-20,Brooklyn Nets,265,36,101,0.356,14,50,0.28,13,18,0.722,14,33,47,20,11,4,16,24,99,265,0.454,0.426,0.495,0.178,23.0,76.7,45.2,55.6,10.2,8.0,12.8,100.0,92.0,97.6
2025-03-20,Toronto Raptors,240,44,78,0.564,11,26,0.423,15,19,0.789,7,37,44,32,7,4,23,24,114,240,0.66,0.635,0.333,0.244,20.6,77.1,53.7,72.7,6.8,9.3,21.0,100.0,111.5,114.4
2025-03-20,Chicago Bulls,240,45,86,0.523,15,35,0.429,23,26,0.885,12,28,40,32,9,2,14,19,128,240,0.657,0.61,0.407,0.302,30.8,75.7,52.6,71.1,9.4,4.3,12.6,100.0,133.1,120.6
2025-03-20,Milwaukee Bucks,240,40,84,0.476,11,35,0.314,27,34,0.794,10,31,41,24,12,4,9,14,118,240,0.596,0.542,0.417,0.405,21.7,68.9,45.1,60.0,12.6,8.0,8.3,100.0,123.7,93.3
