Date,Team,basic_MP,basic_FG,basic_FGA,basic_FG%,basic_3P,basic_3PA,basic_3P%,basic_FT,basic_FTA,basic_FT%,basic_ORB,basic_DRB,basic_TRB,basic_AST,basic_STL,basic_BLK,basic_TOV,basic_PF,basic_PTS,advanced_MP,advanced_TS%,advanced_eFG%,advanced_3PAr,advanced_FTr,advanced_ORB%,advanced_DRB%,advanced_TRB%,advanced_AST%,advanced_STL%,advanced_BLK%,advanced_TOV%,advanced_USG%,advanced_ORtg,advanced_DRtg
2024-11-16,Milwaukee Bucks,240.0,39.333333333333336,85.5,0.4595,11.0,34.5,0.3185,15.5,21.666666666666668,0.6788333333333334,8.333333333333334,34.0,42.333333333333336,21.666666666666668,6.166666666666667,5.0,13.5,19.5,105.16666666666667,240.0,0.5551666666666667,0.5238333333333333,0.40349999999999997,0.261,18.416666666666668,78.26666666666667,47.68333333333334,54.93333333333334,6.166666666666667,10.483333333333333,12.433333333333332,100.0,106.71666666666665,118.85000000000001
2024-11-16,New Orleans Pelicans,240.0,40.285714285714285,89.57142857142857,0.44871428571428573,11.857142857142858,32.142857142857146,0.37157142857142855,16.571428571428573,19.428571428571427,0.8565714285714287,14.285714285714286,29.571428571428573,43.857142857142854,24.428571428571427,7.285714285714286,4.428571428571429,13.571428571428571,16.0,109.0,240.0,0.5548571428571429,0.5152857142857143,0.36042857142857143,0.21857142857142858,31.32857142857143,73.45714285714287,51.028571428571425,60.84285714285714,7.7,8.557142857142857,12.171428571428573,100.0,115.01428571428572,120.31428571428572
2024-11-16,Sacramento Kings,244.16666666666666,42.666666666666664,84.33333333333333,0.5075,12.166666666666666,33.666666666666664,0.35400000000000004,20.0,23.833333333333332,0.8326666666666668,9.166666666666666,33.0,42.166666666666664,25.5,6.666666666666667,5.333333333333333,14.0,20.833333333333332,117.5,244.16666666666666,0.6216666666666667,0.5798333333333333,0.39866666666666667,0.2833333333333333,24.516666666666666,73.5,51.083333333333336,59.63333333333333,6.8500000000000005,9.9,12.983333333333334,100.0,120.46666666666665,113.08333333333333
2024-11-16,San Antonio Spurs,240.0,35.2,86.8,0.4062,12.0,39.2,0.3088,16.8,20.2,0.8282,11.4,33.6,45.0,22.0,9.6,7.6,15.8,14.2,99.2,240.0,0.5194,0.47539999999999993,0.4514,0.23159999999999997,24.72,73.88,49.1,63.14,9.84,13.680000000000001,14.179999999999998,100.0,101.64,111.2
2024-11-16,Toronto Raptors,243.57142857142858,42.714285714285715,91.85714285714286,0.46385714285714286,10.142857142857142,30.714285714285715,0.33442857142857146,14.857142857142858,21.0,0.7098571428571429,13.0,29.857142857142858,42.857142857142854,29.571428571428573,7.428571428571429,3.4285714285714284,14.142857142857142,21.571428571428573,110.42857142857143,243.57142857142858,0.5452857142857143,0.519,0.3345714285714286,0.23014285714285715,30.271428571428572,70.88571428571429,50.15714285714286,68.88571428571429,7.485714285714286,7.571428571428571,12.285714285714286,100.0,112.62857142857142,121.74285714285715
2024-11-16,Utah Jazz,240.0,37.0,82.0,0.45166666666666666,13.0,35.5,0.36999999999999994,24.333333333333332,30.833333333333332,0.805,10.5,32.0,42.5,24.333333333333332,7.666666666666667,5.166666666666667,18.0,19.333333333333332,111.33333333333333,240.0,0.5833333333333334,0.5315,0.43500000000000005,0.37933333333333336,25.53333333333333,74.01666666666667,50.449999999999996,65.81666666666666,7.666666666666667,9.816666666666666,15.916666666666666,100.0,111.10000000000001,119.63333333333333
2024-11-17,Atlanta Hawks,240.0,44.0,92.5,0.476,12.166666666666666,34.333333333333336,0.35366666666666663,16.166666666666668,20.5,0.7823333333333333,14.833333333333334,29.5,44.333333333333336,29.333333333333332,10.833333333333334,4.333333333333333,19.0,19.333333333333332,116.33333333333333,240.0,0.5748333333333333,0.542,0.3718333333333333,0.223,33.81666666666667,72.83333333333333,52.21666666666667,67.0,10.65,8.683333333333332,15.75,100.0,114.28333333333335,118.33333333333333
2024-11-17,Brooklyn Nets,244.16666666666666,37.166666666666664,84.16666666666667,0.443,15.833333333333334,41.833333333333336,0.37633333333333335,19.166666666666668,22.5,0.8543333333333334,10.166666666666666,29.666666666666668,39.833333333333336,25.666666666666668,5.5,2.8333333333333335,14.5,19.333333333333332,109.33333333333333,244.16666666666666,0.5836666666666667,0.5386666666666667,0.5025000000000001,0.27266666666666667,23.816666666666666,77.7,49.06666666666667,69.83333333333333,5.616666666666666,5.766666666666667,13.383333333333333,100.0,113.85000000000001,115.06666666666666
2024-11-17,Charlotte Hornets,246.25,36.75,92.5,0.3975,14.25,46.5,0.306,12.5,16.0,0.77025,11.5,32.5,44.0,24.25,9.75,3.75,16.75,21.25,100.25,246.25,0.50275,0.47375,0.5005,0.17450000000000002,24.075,78.525,49.9,65.275,9.775,7.775,14.4,100.0,100.05,115.7
2024-11-17,Chicago Bulls,240.0,41.4,92.2,0.45339999999999997,14.0,40.2,0.359,16.6,20.6,0.799,10.0,34.0,44.0,28.2,7.4,5.0,14.6,19.4,113.4,240.0,0.564,0.5298,0.43260000000000004,0.2242,21.36,74.88,47.8,68.08,7.18,9.0,12.64,100.0,110.22,122.1
2024-11-17,Cleveland Cavaliers,240.0,46.714285714285715,86.28571428571429,0.5412857142857143,16.142857142857142,37.0,0.4318571428571429,16.571428571428573,20.0,0.7854285714285715,6.285714285714286,34.857142857142854,41.142857142857146,29.428571428571427,9.0,4.571428571428571,14.857142857142858,17.571428571428573,126.14285714285714,240.0,0.663,0.6342857142857143,0.4272857142857143,0.23757142857142857,17.17142857142857,80.88571428571429,50.857142857142854,62.75714285714286,8.82857142857143,9.628571428571428,13.542857142857143,100.0,123.2,110.42857142857143
2024-11-17,Dallas Mavericks,240.0,44.0,87.2,0.5046,12.0,34.4,0.3504,18.2,23.4,0.7696,11.8,29.2,41.0,24.6,8.0,4.6,14.2,19.8,118.2,240.0,0.6064,0.5731999999999999,0.3942,0.271,29.619999999999997,68.9,49.8,55.64,8.32,9.24,12.66,100.0,122.46,122.24000000000001
2024-11-17,Denver Nuggets,250.0,41.2,89.6,0.45899999999999996,10.6,29.4,0.3736,21.2,26.2,0.8092,10.4,33.2,43.6,27.8,7.8,3.6,11.8,17.6,114.2,250.0,0.5606,0.518,0.3306,0.2898,22.5,74.26,48.38,67.66,7.959999999999999,6.720000000000001,10.4,100.0,113.08,116.97999999999999
2024-11-17,Detroit Pistons,243.57142857142858,40.714285714285715,90.28571428571429,0.4517142857142857,13.285714285714286,36.57142857142857,0.36228571428571427,13.714285714285714,18.0,0.7448571428571429,12.0,37.714285714285715,49.714285714285715,25.142857142857142,6.285714285714286,5.714285714285714,14.857142857142858,20.714285714285715,108.42857142857143,243.57142857142858,0.5535714285714286,0.5257142857142857,0.40857142857142864,0.2057142857142857,26.37142857142857,81.78571428571429,54.58571428571429,61.228571428571435,6.328571428571428,11.285714285714286,13.200000000000001,100.0,110.25714285714285,105.42857142857143
2024-11-17,Houston Rockets,240.0,41.4,94.0,0.438,10.2,33.8,0.3014,20.0,26.6,0.7554000000000001,15.2,36.8,52.0,22.6,7.0,4.6,12.4,20.0,113.0,240.0,0.5332,0.493,0.3618,0.2824,32.0,75.9,54.0,54.02,7.0,8.86,10.58,100.0,113.2,107.84
2024-11-17,Indiana Pacers,248.33333333333334,43.833333333333336,87.16666666666667,0.5041666666666667,14.666666666666666,34.333333333333336,0.428,19.166666666666668,23.333333333333332,0.8316666666666667,8.333333333333334,32.666666666666664,41.0,27.833333333333332,7.5,4.333333333333333,15.166666666666666,21.5,121.5,248.33333333333334,0.6253333333333333,0.5885,0.39316666666666666,0.2708333333333333,21.083333333333332,73.56666666666666,48.9,63.46666666666667,7.333333333333333,8.433333333333334,13.316666666666668,100.0,119.93333333333334,117.56666666666666
2024-11-17,Los Angeles Clippers,240.0,40.142857142857146,84.85714285714286,0.47428571428571425,12.571428571428571,33.857142857142854,0.37442857142857144,15.714285714285714,21.428571428571427,0.7305714285714285,11.857142857142858,32.142857142857146,44.0,25.142857142857142,9.0,5.857142857142857,14.714285714285714,18.0,108.57142857142857,240.0,0.5780000000000001,0.5484285714285715,0.39814285714285713,0.25857142857142856,26.885714285714283,76.87142857142858,51.371428571428574,62.68571428571429,9.5,12.428571428571429,13.557142857142859,100.0,114.18571428571428,111.78571428571429
2024-11-17,Memphis Grizzlies,240.0,44.714285714285715,91.57142857142857,0.4897142857142857,12.428571428571429,35.42857142857143,0.3498571428571428,18.0,22.428571428571427,0.784,11.142857142857142,37.57142857142857,48.714285714285715,31.0,7.857142857142857,6.571428571428571,16.714285714285715,19.714285714285715,119.85714285714286,240.0,0.5921428571428571,0.5572857142857143,0.38485714285714284,0.2527142857142857,26.17142857142857,79.8,54.785714285714285,69.39999999999999,7.642857142857143,13.514285714285714,14.214285714285714,100.0,116.07142857142857,105.7
2024-11-17,Miami Heat,243.57142857142858,41.57142857142857,91.85714285714286,0.45285714285714285,15.714285714285714,39.285714285714285,0.3977142857142857,15.714285714285714,19.285714285714285,0.8141428571428572,11.428571428571429,31.571428571428573,43.0,24.285714285714285,11.0,3.0,13.428571428571429,17.142857142857142,114.57142857142857,243.57142857142858,0.5717142857142857,0.5382857142857143,0.42857142857142855,0.21300000000000002,23.557142857142857,75.21428571428571,48.385714285714286,58.25714285714286,11.014285714285714,6.428571428571429,11.828571428571427,100.0,115.34285714285714,114.54285714285713
2024-11-17,Minnesota Timberwolves,240.0,40.833333333333336,84.0,0.4876666666666667,17.833333333333332,42.166666666666664,0.4258333333333333,15.166666666666666,20.5,0.757,10.5,31.666666666666668,42.166666666666664,28.5,8.333333333333334,6.166666666666667,17.666666666666668,19.166666666666668,114.66666666666667,240.0,0.617,0.5943333333333333,0.5011666666666666,0.25016666666666665,26.0,73.64999999999999,50.6,69.66666666666667,8.433333333333332,11.450000000000001,15.916666666666666,100.0,116.46666666666668,109.05
2024-11-17,New York Knicks,240.0,43.6,89.2,0.4894,12.8,37.8,0.33940000000000003,16.2,20.4,0.7904,11.0,33.6,44.6,29.2,6.6,4.0,12.6,20.4,116.2,240.0,0.592,0.5608,0.42460000000000003,0.2306,26.639999999999997,79.28,53.46,66.9,6.840000000000001,9.4,11.3,100.0,120.96,115.02000000000001
2024-11-17,Oklahoma City Thunder,240.0,41.888888888888886,89.33333333333333,0.46900000000000003,14.11111111111111,38.77777777777778,0.3635555555555556,17.11111111111111,20.77777777777778,0.8224444444444444,8.444444444444445,30.444444444444443,38.888888888888886,25.22222222222222,11.666666666666666,7.111111111111111,11.11111111111111,21.22222222222222,115.0,240.0,0.5832222222222223,0.548,0.43422222222222223,0.23233333333333336,19.144444444444446,67.46666666666667,43.833333333333336,60.12222222222223,11.844444444444443,14.488888888888889,10.11111111111111,100.0,116.6888888888889,105.72222222222223
2024-11-17,Phoenix Suns,240.0,38.666666666666664,85.16666666666667,0.45283333333333337,14.5,38.0,0.38433333333333336,18.666666666666668,24.833333333333332,0.7473333333333333,11.833333333333334,29.666666666666668,41.5,24.166666666666668,8.5,4.166666666666667,13.166666666666666,17.833333333333332,110.5,240.0,0.5773333333333334,0.5381666666666667,0.44716666666666666,0.2971666666666667,26.900000000000002,74.28333333333333,49.53333333333333,63.75,8.950000000000001,8.049999999999999,12.016666666666666,100.0,116.73333333333333,121.41666666666667
2024-11-17,Portland Trail Blazers,240.0,40.166666666666664,89.66666666666667,0.45083333333333336,12.333333333333334,34.5,0.36916666666666664,19.0,24.333333333333332,0.7855,14.833333333333334,27.833333333333332,42.666666666666664,24.666666666666668,11.0,7.166666666666667,19.833333333333332,20.166666666666668,111.66666666666667,240.0,0.5596666666666666,0.521,0.3833333333333333,0.27366666666666667,32.53333333333333,70.31666666666666,50.18333333333334,60.86666666666667,10.866666666666667,14.516666666666666,16.5,100.0,110.71666666666665,113.2
2024-11-17,Utah Jazz,240.0,37.285714285714285,81.57142857142857,0.4577142857142857,12.857142857142858,36.142857142857146,0.36,23.0,29.0,0.809,10.285714285714286,32.0,42.285714285714285,24.285714285714285,7.571428571428571,4.571428571428571,18.142857142857142,18.571428571428573,110.42857142857143,240.0,0.5862857142857143,0.537,0.4451428571428572,0.3577142857142857,25.457142857142856,73.38571428571429,50.385714285714286,65.2,7.628571428571428,8.685714285714285,16.2,100.0,111.12857142857142,120.11428571428571
2024-11-17,Washington Wizards,240.0,41.5,89.75,0.4635,11.25,35.75,0.3245,17.5,21.75,0.79775,6.75,35.0,41.75,26.25,8.0,6.5,13.75,20.5,111.75,240.0,0.563,0.5265,0.39625,0.243,15.200000000000001,69.625,44.175,62.849999999999994,7.75,10.675,12.2,100.0,108.225,118.175
2024-11-18,Atlanta Hawks,240.0,43.285714285714285,91.14285714285714,0.47514285714285714,12.714285714285714,34.857142857142854,0.3632857142857143,16.0,20.142857142857142,0.7895714285714286,13.571428571428571,29.714285714285715,43.285714285714285,30.0,10.285714285714286,4.714285714285714,18.285714285714285,19.285714285714285,115.28571428571429,240.0,0.5782857142857143,0.5454285714285715,0.3841428571428572,0.22214285714285714,31.02857142857143,73.5,51.199999999999996,69.88571428571429,10.157142857142858,10.0,15.4,100.0,113.88571428571429,117.21428571428571
2024-11-18,Chicago Bulls,240.0,42.57142857142857,89.57142857142857,0.47614285714285715,17.714285714285715,43.142857142857146,0.406,16.285714285714285,21.142857142857142,0.766,9.714285714285714,35.142857142857146,44.857142857142854,29.428571428571427,7.142857142857143,4.571428571428571,16.0,16.857142857142858,119.14285714285714,240.0,0.6028571428571429,0.5741428571428572,0.4804285714285714,0.2385714285714286,21.485714285714288,77.18571428571428,49.628571428571426,69.0,6.857142857142857,7.9142857142857155,13.885714285714286,100.0,115.24285714285715,117.74285714285715
2024-11-18,Detroit Pistons,244.16666666666666,41.833333333333336,89.5,0.4686666666666666,11.833333333333334,35.833333333333336,0.32983333333333337,16.0,21.666666666666668,0.7334999999999999,12.666666666666666,35.333333333333336,48.0,25.333333333333332,5.333333333333333,5.833333333333333,16.833333333333332,19.0,111.5,244.16666666666666,0.5636666666666666,0.5346666666666667,0.4005,0.24116666666666667,27.650000000000002,74.56666666666668,51.73333333333333,60.56666666666666,5.283333333333333,9.950000000000001,14.6,100.0,110.64999999999999,115.23333333333333
2024-11-18,Golden State Warriors,244.16666666666666,42.5,89.5,0.47583333333333333,15.166666666666666,38.666666666666664,0.3945,18.666666666666668,27.333333333333332,0.6819999999999999,12.166666666666666,35.666666666666664,47.833333333333336,28.5,8.333333333333334,4.5,13.833333333333334,20.833333333333332,118.83333333333333,244.16666666666666,0.5855,0.5613333333333334,0.4335,0.31383333333333335,26.316666666666666,76.66666666666667,51.35,67.03333333333333,8.166666666666666,9.35,12.033333333333333,100.0,116.96666666666665,114.45
2024-11-18,Houston Rockets,240.0,41.166666666666664,95.0,0.43166666666666664,10.0,33.5,0.298,18.5,24.333333333333332,0.7705000000000001,15.333333333333334,36.833333333333336,52.166666666666664,22.0,7.333333333333333,4.833333333333333,12.5,19.166666666666668,110.83333333333333,240.0,0.5231666666666667,0.48500000000000004,0.35483333333333333,0.257,31.516666666666666,78.28333333333333,54.199999999999996,52.93333333333334,7.316666666666666,9.383333333333333,10.65,100.0,110.88333333333333,106.58333333333333
2024-11-18,Indiana Pacers,240.0,41.666666666666664,89.66666666666667,0.4623333333333333,12.666666666666666,33.0,0.3821666666666667,13.833333333333334,19.166666666666668,0.7243333333333334,9.0,30.833333333333332,39.833333333333336,27.5,8.666666666666666,4.166666666666667,13.166666666666666,19.833333333333332,109.83333333333333,240.0,0.5571666666666667,0.5326666666666667,0.36733333333333335,0.21383333333333332,19.766666666666666,73.11666666666666,45.916666666666664,66.68333333333334,8.716666666666667,8.65,11.933333333333332,100.0,110.0,116.7
2024-11-18,Los Angeles Clippers,240.0,39.5,84.5,0.468375,13.0,33.875,0.3865,15.75,21.0,0.750375,11.0,33.0,44.0,25.625,9.125,5.875,15.375,17.375,107.75,240.0,0.5766249999999999,0.545375,0.40025,0.25375,25.05,77.425,51.125,65.2125,9.5375,12.75,14.1375,100.0,112.4,109.925
2024-11-18,Miami Heat,240.0,37.0,85.25,0.4345,15.0,41.75,0.364,18.25,24.25,0.7575000000000001,8.5,34.5,43.0,25.25,9.75,3.5,12.0,14.75,107.25,240.0,0.5595,0.523,0.4895,0.285,19.875,78.45,49.2,68.325,10.175,6.925,11.075,100.0,111.875,108.275
2024-11-18,Milwaukee Bucks,244.16666666666666,41.0,87.66666666666667,0.4686666666666666,15.0,38.333333333333336,0.401,14.666666666666666,20.333333333333332,0.6983333333333333,8.5,35.5,44.0,22.833333333333332,9.833333333333334,6.666666666666667,13.666666666666666,18.333333333333332,111.66666666666667,244.16666666666666,0.578,0.5541666666666667,0.43533333333333335,0.23416666666666666,19.400000000000002,75.71666666666667,48.85,55.833333333333336,9.916666666666666,12.883333333333333,12.416666666666666,100.0,112.75,106.35000000000001
2024-11-18,New York Knicks,240.0,44.833333333333336,89.5,0.5011666666666666,14.0,38.166666666666664,0.3661666666666667,15.5,19.166666666666668,0.8125,10.333333333333334,33.666666666666664,44.0,30.5,6.166666666666667,3.5,11.833333333333334,19.0,119.16666666666667,240.0,0.6088333333333333,0.5790000000000001,0.4271666666666667,0.216,25.433333333333334,78.38333333333334,52.88333333333333,67.83333333333333,6.3999999999999995,8.116666666666667,10.683333333333332,100.0,124.31666666666666,114.45
2024-11-18,Orlando Magic,240.0,36.285714285714285,85.14285714285714,0.42857142857142855,10.0,36.57142857142857,0.2752857142857143,18.857142857142858,24.142857142857142,0.7844285714285714,9.0,31.285714285714285,40.285714285714285,23.571428571428573,8.571428571428571,5.571428571428571,15.142857142857142,19.285714285714285,101.42857142857143,240.0,0.5314285714285715,0.48742857142857143,0.4281428571428571,0.2858571428571429,19.5,79.47142857142856,46.98571428571428,65.08571428571429,8.571428571428571,11.314285714285715,13.571428571428571,100.0,102.89999999999999,111.57142857142857
2024-11-18,Philadelphia 76ers,244.16666666666666,37.5,85.0,0.44383333333333336,11.833333333333334,38.166666666666664,0.3056666666666667,15.333333333333334,20.666666666666668,0.7448333333333333,10.0,30.666666666666668,40.666666666666664,22.166666666666668,9.166666666666666,3.3333333333333335,16.0,20.666666666666668,102.16666666666667,244.16666666666666,0.5445,0.513,0.447,0.243,22.966666666666665,78.66666666666667,49.416666666666664,59.9,9.450000000000001,7.083333333333333,14.666666666666666,100.0,104.7,113.33333333333333
2024-11-18,Phoenix Suns,244.16666666666666,39.666666666666664,89.0,0.44816666666666666,14.5,43.5,0.33416666666666667,16.5,21.0,0.7856666666666667,10.833333333333334,37.666666666666664,48.5,26.333333333333332,6.333333333333333,5.666666666666667,13.333333333333334,17.0,110.33333333333333,244.16666666666666,0.564,0.5293333333333333,0.48533333333333334,0.24033333333333332,23.599999999999998,78.25,51.26666666666667,66.85000000000001,6.300000000000001,9.966666666666667,11.983333333333334,100.0,111.41666666666667,112.08333333333333
2024-11-18,Sacramento Kings,243.57142857142858,41.857142857142854,84.42857142857143,0.49714285714285716,13.285714285714286,35.42857142857143,0.3655714285714286,19.142857142857142,23.142857142857142,0.819,9.142857142857142,33.42857142857143,42.57142857142857,25.285714285714285,7.0,5.142857142857143,14.428571428571429,20.714285714285715,116.14285714285714,243.57142857142858,0.6154285714285714,0.576,0.419,0.27485714285714286,24.228571428571428,75.24285714285715,51.628571428571426,60.385714285714286,7.185714285714285,9.757142857142856,13.328571428571427,100.0,119.04285714285713,112.85714285714286
2024-11-18,Toronto Raptors,250.0,46.0,98.0,0.47319999999999995,11.8,33.4,0.3544,17.4,23.0,0.7706,14.4,34.2,48.6,28.8,7.2,6.2,16.6,24.0,121.2,250.0,0.5640000000000001,0.5349999999999999,0.3422,0.24160000000000004,30.3,72.66,51.5,62.44,6.68,10.14,13.4,100.0,113.88,113.55999999999999
2024-11-18,Washington Wizards,240.0,40.42857142857143,90.85714285714286,0.446,13.571428571428571,37.57142857142857,0.3547142857142857,14.714285714285714,19.428571428571427,0.7508571428571429,10.142857142857142,31.142857142857142,41.285714285714285,24.285714285714285,8.571428571428571,5.142857142857143,16.571428571428573,22.714285714285715,109.14285714285714,240.0,0.5497142857142857,0.5204285714285714,0.4145714285714286,0.218,22.400000000000002,73.38571428571429,47.15714285714286,60.31428571428571,8.242857142857144,10.1,14.357142857142858,100.0,106.11428571428571,122.25714285714285
2024-11-19,Boston Celtics,248.33333333333334,41.0,87.83333333333333,0.46866666666666673,18.666666666666668,50.166666666666664,0.38000000000000006,16.166666666666668,19.833333333333332,0.8108333333333334,8.333333333333334,32.0,40.333333333333336,26.5,5.0,5.333333333333333,13.5,17.0,116.83333333333333,248.33333333333334,0.6071666666666666,0.5758333333333333,0.5703333333333332,0.2295,19.883333333333333,70.48333333333333,46.51666666666667,64.55,5.05,8.566666666666666,12.35,100.0,118.51666666666667,116.28333333333335
2024-11-19,Brooklyn Nets,243.57142857142858,41.57142857142857,85.71428571428571,0.4838571428571429,15.142857142857142,40.57142857142857,0.3684285714285714,16.285714285714285,21.285714285714285,0.7774285714285715,8.142857142857142,30.142857142857142,38.285714285714285,28.857142857142858,7.428571428571429,4.285714285714286,12.571428571428571,23.285714285714285,114.57142857142857,243.57142857142858,0.6017142857142856,0.5722857142857143,0.4731428571428572,0.2535714285714286,19.014285714285712,73.94285714285715,46.042857142857144,69.22857142857143,7.6,9.1,11.771428571428572,100.0,116.67142857142856,119.67142857142858
2024-11-19,Charlotte Hornets,245.0,37.0,90.4,0.41059999999999997,15.4,44.6,0.35300000000000004,13.8,17.2,0.7889999999999999,11.8,32.2,44.0,24.4,9.0,4.6,18.0,21.0,103.2,245.0,0.5276,0.496,0.4906,0.19319999999999998,25.919999999999998,77.94,50.92,65.38,9.059999999999999,9.86,15.540000000000001,100.0,103.7,116.42
2024-11-19,Cleveland Cavaliers,240.0,44.333333333333336,90.66666666666667,0.48900000000000005,14.166666666666666,37.166666666666664,0.38199999999999995,14.666666666666666,18.333333333333332,0.7985000000000001,10.666666666666666,33.0,43.666666666666664,27.666666666666668,7.5,4.0,10.166666666666666,17.166666666666668,117.5,240.0,0.5955,0.5670000000000001,0.4115,0.20383333333333334,24.599999999999998,76.86666666666666,50.43333333333334,62.166666666666664,7.6499999999999995,7.216666666666666,9.316666666666668,100.0,121.14999999999999,116.56666666666666
2024-11-19,Dallas Mavericks,240.0,43.625,89.375,0.488625,11.375,33.75,0.338,16.5,21.375,0.771375,10.5,35.125,45.625,25.625,8.0,5.75,13.125,20.5,115.125,240.0,0.583125,0.5523750000000001,0.37825,0.24050000000000002,24.337500000000002,74.3625,50.35,58.5625,8.05,10.95,11.662500000000001,100.0,116.6,104.825
2024-11-19,Denver Nuggets,248.33333333333334,42.333333333333336,91.33333333333333,0.46249999999999997,10.833333333333334,30.5,0.36683333333333334,20.0,25.5,0.7803333333333334,10.833333333333334,34.333333333333336,45.166666666666664,28.0,9.0,4.0,13.0,19.5,115.5,248.33333333333334,0.5598333333333333,0.5216666666666666,0.33549999999999996,0.2781666666666667,23.166666666666668,73.18333333333334,48.5,66.45,8.816666666666666,7.133333333333333,11.133333333333333,100.0,111.98333333333333,113.48333333333333
2024-11-19,Los Angeles Lakers,240.0,43.25,83.0,0.52225,15.5,36.0,0.43025,20.75,27.5,0.772,7.0,31.5,38.5,29.75,6.5,6.75,12.5,17.5,122.75,240.0,0.64575,0.6154999999999999,0.433,0.33525,18.95,71.875,47.775000000000006,68.825,6.675,12.125,11.475,100.0,124.95,114.225
2024-11-19,Memphis Grizzlies,240.0,44.25,93.0,0.47825,12.0,35.75,0.33575,18.125,23.5,0.762625,12.125,37.375,49.5,30.125,8.0,7.0,17.375,20.25,118.625,240.0,0.577125,0.542875,0.382875,0.25875,26.925,79.0125,54.3,68.0375,7.675000000000001,13.775,14.425,100.0,113.5625,105.8
2024-11-19,New Orleans Pelicans,240.0,34.666666666666664,83.33333333333333,0.41883333333333334,9.666666666666666,31.166666666666668,0.31683333333333336,15.166666666666666,20.5,0.738,12.666666666666666,30.333333333333332,43.0,21.5,7.0,4.833333333333333,19.5,18.0,94.16666666666667,240.0,0.5123333333333333,0.47700000000000004,0.37266666666666665,0.248,29.683333333333334,70.75,50.68333333333334,62.13333333333333,7.266666666666667,9.033333333333333,17.45,100.0,98.36666666666667,122.7
2024-11-19,Oklahoma City Thunder,240.0,43.0,94.75,0.454,16.75,45.25,0.375,14.25,17.0,0.84425,10.75,34.25,45.0,27.25,14.0,5.5,13.25,24.25,117.0,240.0,0.57225,0.5427500000000001,0.47750000000000004,0.1815,23.0,76.575,49.325,63.650000000000006,13.6,12.05,11.5,100.0,114.15,107.15
2024-11-19,San Antonio Spurs,240.0,41.875,85.625,0.48925,16.5,42.75,0.38287499999999997,15.0,18.75,0.81525,9.625,33.375,43.0,31.375,6.5,5.875,15.875,16.875,115.25,240.0,0.613875,0.5855,0.49975,0.21787499999999999,23.875,75.9375,51.324999999999996,74.6875,6.65,11.7375,14.4625,100.0,117.725,111.6875
2024-11-19,Utah Jazz,240.0,38.25,82.625,0.46299999999999997,12.75,36.125,0.35662499999999997,22.125,27.75,0.813125,10.375,31.875,42.25,24.75,7.75,4.0,17.875,19.25,111.375,240.0,0.588,0.54075,0.4395,0.33937500000000004,25.8,74.6875,51.0,64.825,7.8125,7.6,15.925,100.0,112.1,120.7125
2024-11-20,Atlanta Hawks,240.0,42.25,92.875,0.457375,12.625,36.125,0.35125,15.875,20.625,0.769,14.5,31.5,46.0,29.625,10.125,4.75,18.125,19.0,113.0,240.0,0.5585,0.526,0.38975,0.223,31.125,74.6875,51.625,70.7875,9.9,9.774999999999999,15.075,100.0,110.6125,116.125
2024-11-20,Chicago Bulls,240.0,42.375,89.375,0.474875,17.625,43.375,0.40249999999999997,15.125,19.375,0.79525,9.125,34.25,43.375,28.875,7.125,4.25,15.75,17.625,117.5,240.0,0.60025,0.57275,0.48425,0.21875,20.3625,76.75,48.7125,68.0,6.9125,7.487500000000001,13.8125,100.0,114.5875,118.85
2024-11-20,Cleveland Cavaliers,240.0,47.0,87.125,0.5395,16.375,37.625,0.4315,16.0,19.25,0.794375,7.5,35.0,42.5,29.375,9.125,5.125,14.75,17.375,126.375,240.0,0.66075,0.633,0.430375,0.22675,20.025,79.425,51.5625,62.3125,9.05,10.275,13.4,100.0,124.8125,109.9125
2024-11-20,Golden State Warriors,240.0,43.333333333333336,94.16666666666667,0.45999999999999996,15.833333333333334,42.333333333333336,0.3715,13.333333333333334,19.666666666666668,0.6923333333333334,13.166666666666666,34.0,47.166666666666664,30.5,10.333333333333334,7.0,15.0,21.166666666666668,115.83333333333333,240.0,0.5631666666666667,0.5438333333333333,0.45016666666666666,0.20883333333333332,27.266666666666666,70.33333333333333,48.53333333333333,69.93333333333334,10.116666666666667,12.75,12.633333333333333,100.0,113.68333333333334,104.46666666666665
2024-11-20,Houston Rockets,243.57142857142858,45.142857142857146,96.0,0.47157142857142853,12.0,35.42857142857143,0.32885714285714285,16.285714285714285,21.428571428571427,0.7534285714285714,13.857142857142858,37.0,50.857142857142854,24.714285714285715,10.142857142857142,6.142857142857143,13.571428571428571,20.714285714285715,118.57142857142857,243.57142857142858,0.5634285714285714,0.5332857142857143,0.367,0.22285714285714286,29.957142857142856,80.64285714285714,55.142857142857146,54.55714285714286,9.799999999999999,11.342857142857143,11.414285714285715,100.0,116.25714285714285,103.07142857142857
2024-11-20,Indiana Pacers,240.0,42.0,88.71428571428571,0.47200000000000003,11.571428571428571,31.428571428571427,0.36,14.714285714285714,20.0,0.7351428571428571,8.142857142857142,31.142857142857142,39.285714285714285,26.285714285714285,8.428571428571429,4.857142857142857,14.571428571428571,20.428571428571427,110.28571428571429,240.0,0.5634285714285714,0.5365714285714286,0.3527142857142857,0.22628571428571428,18.1,72.91428571428571,45.55714285714286,63.32857142857143,8.357142857142858,9.357142857142858,13.042857142857143,100.0,108.62857142857142,116.52857142857144
