Date,Team,basic_MP,basic_FG,basic_FGA,basic_FG%,basic_3P,basic_3PA,basic_3P%,basic_FT,basic_FTA,basic_FT%,basic_ORB,basic_DRB,basic_TRB,basic_AST,basic_STL,basic_BLK,basic_TOV,basic_PF,basic_PTS,advanced_MP,advanced_TS%,advanced_eFG%,advanced_3PAr,advanced_FTr,advanced_ORB%,advanced_DRB%,advanced_TRB%,advanced_AST%,advanced_STL%,advanced_BLK%,advanced_TOV%,advanced_USG%,advanced_ORtg,advanced_DRtg
2024-11-06,Houston Rockets,248.33333333333334,47.0,97.0,0.48766666666666664,11.0,35.0,0.315,14.0,19.0,0.7276666666666666,13.333333333333334,34.666666666666664,48.0,25.333333333333332,8.0,5.666666666666667,11.333333333333334,21.666666666666668,119.0,248.33333333333334,0.5673333333333334,0.5433333333333333,0.359,0.19499999999999998,28.933333333333334,77.83333333333333,53.166666666666664,54.03333333333333,7.966666666666666,11.200000000000001,9.799999999999999,100.0,119.93333333333334,108.60000000000001
2024-11-06,Indiana Pacers,256.6666666666667,43.333333333333336,88.0,0.49466666666666664,13.333333333333334,32.0,0.42100000000000004,22.333333333333332,28.0,0.8106666666666666,9.0,34.333333333333336,43.333333333333336,27.333333333333332,8.333333333333334,4.0,16.666666666666668,25.333333333333332,122.33333333333333,256.6666666666667,0.6133333333333333,0.5710000000000001,0.3626666666666667,0.326,20.76666666666667,68.56666666666666,47.36666666666667,63.0,7.833333333333333,7.333333333333333,14.066666666666668,100.0,115.89999999999999,113.83333333333333
2024-11-06,Los Angeles Clippers,240.0,40.0,84.8,0.47400000000000003,13.4,34.2,0.3922,14.4,20.2,0.7136,12.4,31.6,44.0,25.6,9.2,5.6,16.0,19.0,107.8,240.0,0.5782,0.553,0.40380000000000005,0.24159999999999998,27.98,77.24,51.6,64.44000000000001,9.72,12.08,14.660000000000002,100.0,113.7,113.08
2024-11-06,Los Angeles Lakers,240.0,39.4,87.4,0.4524,11.0,33.0,0.3338,22.8,28.0,0.7998000000000001,8.2,31.8,40.0,25.2,7.0,2.6,13.4,15.4,112.6,240.0,0.5648,0.5142,0.37560000000000004,0.326,19.119999999999997,73.38,46.56,64.03999999999999,6.859999999999999,4.4,11.86,100.0,110.4,120.32000000000001
2024-11-06,Memphis Grizzlies,240.0,45.2,90.6,0.5006,12.0,33.2,0.358,18.8,24.0,0.7550000000000001,11.0,38.2,49.2,31.2,7.0,5.2,17.0,20.8,121.2,240.0,0.6014,0.5666,0.3644,0.2758,25.939999999999998,79.22,55.0,69.0,6.779999999999999,11.7,14.52,100.0,117.1,110.12
2024-11-06,Miami Heat,240.0,41.5,97.0,0.4285,14.0,35.5,0.3935,18.0,22.0,0.829,17.0,37.0,54.0,23.0,9.0,3.0,12.0,17.0,115.0,240.0,0.54,0.5,0.3665,0.22599999999999998,31.65,79.8,53.95,55.85,9.25,6.35,10.05,100.0,116.15,107.94999999999999
2024-11-06,New Orleans Pelicans,240.0,42.0,90.75,0.46175,12.75,32.75,0.39375,17.75,20.75,0.85175,12.75,26.25,39.0,23.75,6.75,4.5,13.0,16.25,114.5,240.0,0.57275,0.5325,0.36324999999999996,0.2295,28.5,72.85,48.575,56.675,6.925,8.05,11.55,100.0,117.575,126.80000000000001
2024-11-06,New York Knicks,240.0,41.75,88.75,0.46925,17.25,38.25,0.44625000000000004,13.5,16.5,0.78925,9.75,32.0,41.75,27.5,8.75,4.0,11.75,16.5,114.25,240.0,0.59625,0.5675,0.4355,0.19025,22.025,76.55,49.0,66.025,9.05,7.9,10.95,100.0,119.25,113.875
2024-11-06,Oklahoma City Thunder,240.0,43.666666666666664,93.0,0.46866666666666673,17.0,42.666666666666664,0.3993333333333333,17.0,20.333333333333332,0.84,10.0,34.333333333333336,44.333333333333336,28.333333333333332,13.333333333333334,6.0,13.0,26.333333333333332,121.33333333333333,240.0,0.5950000000000001,0.5603333333333333,0.46,0.21866666666666668,22.166666666666668,75.10000000000001,48.93333333333334,65.36666666666667,12.9,12.466666666666669,11.333333333333334,100.0,118.10000000000001,106.8
2024-11-06,Orlando Magic,240.0,35.833333333333336,86.66666666666667,0.41450000000000004,9.833333333333334,37.833333333333336,0.258,18.666666666666668,24.0,0.7818333333333333,9.166666666666666,31.5,40.666666666666664,22.833333333333332,9.166666666666666,5.333333333333333,15.833333333333334,19.333333333333332,100.16666666666667,240.0,0.5156666666666667,0.47100000000000003,0.43583333333333335,0.2786666666666667,19.150000000000002,81.85000000000001,47.18333333333333,63.96666666666667,9.049999999999999,10.416666666666666,13.966666666666667,100.0,99.46666666666665,111.48333333333333
2024-11-06,Philadelphia 76ers,248.33333333333334,40.666666666666664,86.0,0.47900000000000004,12.666666666666666,39.333333333333336,0.31133333333333335,16.666666666666668,22.666666666666668,0.7366666666666667,13.0,28.333333333333332,41.333333333333336,20.333333333333332,9.666666666666666,3.3333333333333335,18.333333333333332,23.333333333333332,110.66666666666667,248.33333333333334,0.5803333333333334,0.5519999999999999,0.4523333333333333,0.261,31.066666666666663,77.5,52.9,50.23333333333333,9.933333333333334,6.733333333333333,16.166666666666668,100.0,112.63333333333333,116.53333333333335
2024-11-06,Phoenix Suns,240.0,39.75,86.5,0.462,14.25,40.75,0.349,17.5,21.5,0.8085,10.25,39.25,49.5,25.75,5.5,7.25,13.75,15.5,111.25,240.0,0.582,0.54425,0.46875,0.2495,23.2,76.94999999999999,51.925,65.375,5.625,12.725,12.525,100.0,113.35,109.55
2024-11-06,Sacramento Kings,240.0,39.5,85.5,0.462,12.0,35.0,0.34299999999999997,25.5,28.5,0.8975,12.0,31.5,43.5,25.5,7.5,5.5,13.0,20.0,116.5,240.0,0.5945,0.5325,0.4105,0.3325,28.75,76.05,52.25,64.75,7.8,9.55,11.8,100.0,120.8,106.25
2024-11-06,San Antonio Spurs,240.0,37.0,86.5,0.42825,12.25,39.0,0.31725000000000003,14.5,17.75,0.8185,11.0,34.0,45.0,22.25,9.5,7.25,16.75,13.5,100.75,240.0,0.5345,0.499,0.4505,0.20425000000000001,24.775,74.575,49.900000000000006,60.175,9.75,13.524999999999999,15.075,100.0,103.45,111.075
2024-11-06,Toronto Raptors,240.0,47.333333333333336,94.0,0.5053333333333333,10.666666666666666,33.666666666666664,0.316,14.333333333333334,21.0,0.6890000000000001,11.666666666666666,27.0,38.666666666666664,33.333333333333336,9.333333333333334,3.0,13.333333333333334,25.0,119.66666666666667,240.0,0.58,0.5616666666666666,0.35766666666666663,0.225,28.96666666666667,65.33333333333333,47.36666666666667,70.06666666666668,9.266666666666666,5.933333333333334,11.433333333333332,100.0,119.13333333333333,126.7
2024-11-07,Chicago Bulls,240.0,42.666666666666664,89.0,0.47900000000000004,14.0,35.666666666666664,0.39233333333333337,16.333333333333332,21.666666666666668,0.7423333333333334,9.666666666666666,31.0,40.666666666666664,29.666666666666668,7.333333333333333,4.333333333333333,12.333333333333334,19.666666666666668,115.66666666666667,240.0,0.5866666666666667,0.5573333333333333,0.401,0.24366666666666667,22.099999999999998,75.13333333333334,47.699999999999996,69.23333333333333,7.3999999999999995,8.5,11.166666666666666,100.0,116.26666666666667,123.63333333333333
2024-11-07,Milwaukee Bucks,240.0,43.0,86.5,0.4975,16.5,37.0,0.4455,15.5,22.5,0.6665,10.5,32.5,43.0,22.0,8.0,3.0,12.0,22.0,118.0,240.0,0.612,0.5925,0.4275,0.263,24.2,78.35,50.65,51.15,8.4,7.0,11.1,100.0,123.65,112.19999999999999
2024-11-07,Minnesota Timberwolves,240.0,45.0,87.5,0.512,13.5,37.5,0.359,15.5,18.5,0.85,8.0,28.0,36.0,25.0,7.0,3.0,13.5,16.5,119.0,240.0,0.6194999999999999,0.5885,0.43,0.2135,22.65,76.9,48.85,55.349999999999994,7.300000000000001,6.300000000000001,12.35,100.0,123.05000000000001,120.19999999999999
2024-11-07,Portland Trail Blazers,240.0,40.0,91.2,0.4452,10.2,31.8,0.3116,14.6,19.8,0.7508,12.6,33.0,45.6,19.4,8.2,4.6,12.6,17.4,104.8,240.0,0.5292,0.5,0.3456,0.22640000000000002,27.2,74.12,50.019999999999996,48.519999999999996,8.48,9.84,11.32,100.0,108.7,111.24000000000001
2024-11-07,San Antonio Spurs,240.0,41.333333333333336,84.0,0.49333333333333335,13.0,38.0,0.34099999999999997,15.0,18.666666666666668,0.8039999999999999,12.0,34.0,46.0,29.666666666666668,7.0,5.0,15.333333333333334,17.333333333333332,110.66666666666667,240.0,0.6016666666666667,0.5710000000000001,0.45366666666666666,0.22199999999999998,29.400000000000002,75.76666666666667,54.5,71.13333333333334,7.466666666666666,10.333333333333334,14.233333333333334,100.0,118.2,111.83333333333333
2024-11-07,Utah Jazz,240.0,36.75,83.75,0.4385,14.0,38.5,0.36375,22.5,27.0,0.8445,10.75,33.5,44.25,26.75,5.5,6.0,18.5,19.0,110.0,240.0,0.576,0.523,0.46525000000000005,0.32225000000000004,25.25,71.85,49.825,72.8,5.475,10.325,16.325,100.0,109.27499999999999,121.25
2024-11-08,Atlanta Hawks,240.0,43.75,92.75,0.473,13.0,35.5,0.36624999999999996,17.25,21.25,0.829,13.5,30.25,43.75,27.75,9.75,4.25,17.75,20.0,117.75,240.0,0.57925,0.543,0.383,0.22825,30.1,73.275,50.725,63.775000000000006,9.475,8.274999999999999,14.8,100.0,114.775,120.1
2024-11-08,Boston Celtics,248.33333333333334,40.0,89.0,0.44966666666666666,17.0,51.333333333333336,0.333,16.0,19.666666666666668,0.8136666666666666,7.0,34.333333333333336,41.333333333333336,23.0,5.666666666666667,5.666666666666667,13.0,17.0,113.0,248.33333333333334,0.5790000000000001,0.5456666666666666,0.5763333333333334,0.22066666666666668,15.033333333333333,74.96666666666667,45.73333333333333,57.56666666666666,5.6000000000000005,9.866666666666667,11.766666666666666,100.0,111.96666666666665,109.26666666666667
2024-11-08,Brooklyn Nets,252.5,41.0,90.0,0.4615,12.5,39.5,0.3145,17.0,20.0,0.8400000000000001,10.0,32.5,42.5,25.5,8.0,2.5,16.0,23.5,111.5,252.5,0.571,0.533,0.4465,0.23149999999999998,24.5,79.55000000000001,51.95,62.2,7.9,5.9,14.100000000000001,100.0,109.6,105.0
2024-11-08,Charlotte Hornets,240.0,41.6,91.2,0.4556,17.4,45.8,0.3806,11.6,14.8,0.76,10.8,32.6,43.4,24.0,7.0,5.0,14.4,21.4,112.2,240.0,0.5724,0.5509999999999999,0.5025999999999999,0.16160000000000002,25.02,77.58,50.6,57.56,7.1,9.379999999999999,12.819999999999999,100.0,113.67999999999999,113.4
2024-11-08,Cleveland Cavaliers,240.0,48.0,90.0,0.53225,17.25,39.5,0.43625,13.25,17.25,0.7175,6.75,35.0,41.75,30.75,9.25,4.25,13.75,18.5,126.5,240.0,0.648,0.62875,0.44025,0.196,17.0,82.475,50.275,63.875,8.925,7.85,12.25,100.0,121.825,108.5
2024-11-08,Dallas Mavericks,240.0,42.666666666666664,87.83333333333333,0.48666666666666664,11.5,34.666666666666664,0.3323333333333333,16.333333333333332,21.333333333333332,0.7655,9.5,34.5,44.0,25.5,7.166666666666667,5.333333333333333,13.0,21.833333333333332,113.16666666666667,240.0,0.5826666666666667,0.552,0.39433333333333337,0.24450000000000002,22.333333333333332,72.75,48.699999999999996,59.38333333333333,7.216666666666666,9.633333333333333,11.700000000000001,100.0,114.8,108.83333333333333
2024-11-08,Denver Nuggets,240.0,45.25,88.0,0.517,15.0,34.0,0.4395,21.75,28.25,0.781,13.0,34.5,47.5,33.25,9.0,5.5,17.75,20.25,127.25,240.0,0.638,0.6025,0.38875,0.324,29.95,75.925,54.25,73.625,8.625,9.575,15.1,100.0,122.525,112.1
2024-11-08,Detroit Pistons,240.0,43.333333333333336,87.66666666666667,0.4956666666666667,10.666666666666666,33.666666666666664,0.3176666666666667,14.333333333333334,20.0,0.7213333333333334,11.333333333333334,34.666666666666664,46.0,24.0,6.333333333333333,7.333333333333333,18.333333333333332,18.333333333333332,111.66666666666667,240.0,0.5796666666666667,0.5569999999999999,0.38599999999999995,0.225,26.366666666666664,75.5,52.06666666666666,55.46666666666667,6.2,11.9,16.099999999999998,100.0,109.43333333333334,115.09999999999998
2024-11-08,Golden State Warriors,246.25,43.25,91.0,0.47725,13.5,36.25,0.37875,21.75,30.5,0.7304999999999999,12.75,36.25,49.0,27.25,7.5,5.0,12.25,21.25,121.75,246.25,0.5840000000000001,0.552,0.39849999999999997,0.34975,26.65,75.5,51.15,62.85,7.275,10.725,10.5,100.0,118.95,117.225
2024-11-08,Houston Rockets,240.0,38.0,90.66666666666667,0.419,11.333333333333334,33.666666666666664,0.3356666666666667,19.666666666666668,25.666666666666668,0.7693333333333333,15.0,32.0,47.0,20.0,5.666666666666667,3.0,13.0,20.333333333333332,107.0,240.0,0.526,0.48266666666666663,0.373,0.283,32.699999999999996,74.3,52.699999999999996,52.76666666666667,5.8999999999999995,5.566666666666666,11.333333333333334,100.0,112.39999999999999,114.63333333333333
2024-11-08,Indiana Pacers,240.0,43.5,88.75,0.48724999999999996,12.75,32.0,0.39625,12.75,19.25,0.66425,8.75,32.75,41.5,28.5,6.25,3.5,12.75,20.25,112.5,240.0,0.57525,0.559,0.36075,0.21675,19.425,74.925,47.349999999999994,66.35,6.375,7.375,11.675,100.0,112.8,119.175
2024-11-08,Los Angeles Clippers,240.0,39.0,85.5,0.4555,12.0,31.0,0.39,19.5,23.0,0.8480000000000001,13.0,35.0,48.0,23.5,9.0,2.0,19.5,21.0,109.5,240.0,0.573,0.5265,0.363,0.27,29.200000000000003,79.3,54.15,59.95,9.0,4.1,16.95,100.0,110.15,101.55000000000001
2024-11-08,Los Angeles Lakers,240.0,44.0,85.0,0.518,16.0,35.0,0.457,12.0,14.0,0.857,5.0,40.0,45.0,28.0,1.0,13.0,13.0,17.0,116.0,240.0,0.636,0.612,0.412,0.165,13.9,75.5,50.6,63.6,1.0,22.8,12.5,100.0,118.5,108.3
2024-11-08,Memphis Grizzlies,240.0,45.333333333333336,91.66666666666667,0.4961666666666667,12.333333333333334,34.833333333333336,0.3526666666666667,19.333333333333332,24.166666666666668,0.7758333333333334,11.333333333333334,38.0,49.333333333333336,31.0,7.5,6.0,17.333333333333332,20.5,122.33333333333333,240.0,0.6,0.5631666666666667,0.3775,0.2728333333333333,26.650000000000002,78.86666666666666,54.98333333333333,68.36666666666666,7.2,12.616666666666667,14.6,100.0,117.31666666666666,107.8
2024-11-08,Miami Heat,240.0,43.0,96.0,0.4486666666666667,16.0,38.0,0.41733333333333333,15.333333333333334,19.0,0.809,14.333333333333334,32.666666666666664,47.0,26.333333333333332,9.666666666666666,2.3333333333333335,12.666666666666666,17.666666666666668,117.33333333333333,240.0,0.5640000000000001,0.532,0.39666666666666667,0.19666666666666666,28.23333333333333,79.86666666666666,51.23333333333333,61.13333333333333,9.799999999999999,4.966666666666667,10.799999999999999,100.0,117.66666666666667,116.5
2024-11-08,Milwaukee Bucks,240.0,37.8,84.2,0.4492,10.2,34.2,0.2988,17.6,23.8,0.7236,8.4,34.4,42.8,19.8,6.2,4.8,14.4,19.8,103.4,240.0,0.5484,0.5102,0.40599999999999997,0.2892,18.54,80.58,48.62,52.720000000000006,6.14,10.22,13.219999999999999,100.0,104.02000000000001,118.38
2024-11-08,Minnesota Timberwolves,240.0,42.0,84.0,0.50075,19.25,42.25,0.4575,15.25,21.0,0.74125,9.5,34.0,43.5,30.5,7.25,6.5,18.0,20.5,118.5,240.0,0.63625,0.61575,0.502,0.257,25.525,73.1,51.900000000000006,72.69999999999999,7.2749999999999995,11.674999999999999,16.15,100.0,119.72500000000001,109.125
2024-11-08,New Orleans Pelicans,240.0,35.75,84.0,0.43025,9.5,29.5,0.3285,15.5,21.25,0.731,12.0,28.75,40.75,22.25,7.5,5.25,18.0,17.75,96.5,240.0,0.52025,0.4865,0.349,0.25525000000000003,29.075,67.05,48.849999999999994,62.425,7.8500000000000005,9.925,16.225,100.0,101.225,122.65
2024-11-08,New York Knicks,240.0,41.5,90.5,0.4585,11.5,37.0,0.3125,15.5,18.5,0.8374999999999999,13.5,32.0,45.5,28.5,7.5,3.0,13.5,20.5,110.0,240.0,0.5575,0.5215000000000001,0.40800000000000003,0.20450000000000002,30.35,76.25,52.55,68.2,7.95,6.1,12.0,100.0,116.6,107.85
2024-11-08,Oklahoma City Thunder,240.0,42.5,88.25,0.48125,14.75,37.25,0.395,15.5,19.75,0.78,7.0,34.75,41.75,25.25,13.0,7.5,13.0,20.5,115.25,240.0,0.59275,0.5645,0.4215,0.2235,16.725,73.475,46.875,59.65,12.875,13.45,11.85,100.0,113.975,96.475
2024-11-08,Orlando Magic,240.0,42.0,84.5,0.4965,10.5,36.5,0.2835,22.5,29.5,0.7735000000000001,11.0,33.5,44.5,27.0,8.0,7.0,15.0,19.5,117.0,240.0,0.6005,0.5589999999999999,0.433,0.351,29.05,77.1,54.6,64.45,8.2,12.649999999999999,13.35,100.0,119.35,103.4
2024-11-08,Philadelphia 76ers,246.25,40.25,88.5,0.46075,12.75,39.25,0.31675000000000003,16.25,22.75,0.7155,13.0,29.0,42.0,22.25,8.75,3.5,15.75,21.0,109.5,246.25,0.56,0.5325,0.44075000000000003,0.25575000000000003,29.424999999999997,79.65,52.025,55.625,8.975,7.05,13.875,100.0,111.55,117.025
2024-11-08,Phoenix Suns,240.0,42.5,84.0,0.506,16.5,39.0,0.4235,18.0,23.0,0.7715,9.5,28.5,38.0,27.5,9.0,3.0,10.5,19.0,119.5,240.0,0.635,0.6045,0.4645,0.275,22.85,71.95,46.75,64.75,9.5,5.6,10.0,100.0,127.25,123.6
2024-11-08,Portland Trail Blazers,240.0,39.833333333333336,91.16666666666667,0.44250000000000006,9.5,30.666666666666668,0.2996666666666667,15.166666666666666,20.5,0.7506666666666666,12.5,31.666666666666668,44.166666666666664,18.333333333333332,8.666666666666666,5.0,13.333333333333334,17.333333333333332,104.33333333333333,240.0,0.5246666666666667,0.4936666666666667,0.33383333333333337,0.23266666666666666,26.583333333333332,73.66666666666667,48.85,45.98333333333333,8.799999999999999,10.683333333333332,11.816666666666668,100.0,106.63333333333333,112.68333333333334
2024-11-08,Sacramento Kings,240.0,38.666666666666664,83.0,0.466,9.0,32.0,0.267,24.0,27.0,0.89,9.666666666666666,31.0,40.666666666666664,23.333333333333332,7.0,4.666666666666667,13.333333333333334,19.666666666666668,110.33333333333333,240.0,0.5806666666666667,0.5196666666666667,0.38466666666666666,0.3243333333333333,23.233333333333334,74.5,48.9,60.29999999999999,7.266666666666667,8.333333333333334,12.433333333333332,100.0,114.26666666666667,107.66666666666667
2024-11-08,Washington Wizards,240.0,39.5,92.0,0.43,15.0,39.5,0.367,18.5,22.5,0.822,10.0,32.0,42.0,25.5,10.5,5.5,18.0,26.0,112.5,240.0,0.5525,0.5115,0.43,0.2445,22.15,77.4,48.75,64.8,9.8,11.05,15.05,100.0,105.45,115.6
2024-11-09,Atlanta Hawks,240.0,40.6,90.2,0.4508,12.8,37.6,0.3308,18.2,24.4,0.7545999999999999,9.6,32.2,41.8,29.4,9.8,4.6,14.2,18.0,112.2,240.0,0.5556,0.5216000000000001,0.4182,0.2754,20.6,76.4,47.4,72.4,9.540000000000001,9.8,12.34,100.0,109.05999999999999,118.0
2024-11-09,Brooklyn Nets,248.33333333333334,38.666666666666664,85.33333333333333,0.4566666666666667,13.333333333333334,40.666666666666664,0.326,17.0,19.333333333333332,0.8746666666666667,10.0,30.333333333333332,40.333333333333336,24.0,6.666666666666667,2.3333333333333335,17.333333333333332,20.333333333333332,107.66666666666667,248.33333333333334,0.5793333333333334,0.5373333333333333,0.48633333333333334,0.2333333333333333,24.866666666666664,81.93333333333334,52.03333333333334,62.06666666666666,6.7,5.366666666666666,15.799999999999999,100.0,109.2,107.96666666666665
2024-11-09,Chicago Bulls,240.0,41.25,91.5,0.45025,16.75,44.5,0.36924999999999997,16.25,21.75,0.7402500000000001,12.0,36.0,48.0,28.75,7.5,4.25,16.5,16.25,115.5,240.0,0.5702499999999999,0.5405,0.4855,0.24000000000000002,25.0,76.3,50.275,69.45,7.225,6.9,14.0,100.0,111.45,114.575
2024-11-09,Cleveland Cavaliers,240.0,46.4,86.8,0.534,15.8,37.2,0.4204,13.6,17.6,0.7318,6.2,33.8,40.0,29.4,9.8,4.4,14.2,18.4,122.2,240.0,0.6458,0.6246,0.42779999999999996,0.2082,16.259999999999998,80.86,49.779999999999994,63.1,9.74,9.319999999999999,13.059999999999999,100.0,120.24000000000001,108.47999999999999
2024-11-09,Los Angeles Clippers,240.0,39.166666666666664,83.33333333333333,0.4718333333333333,12.833333333333334,32.833333333333336,0.391,16.166666666666668,22.166666666666668,0.7248333333333333,11.5,33.0,44.5,24.333333333333332,8.666666666666666,6.0,15.666666666666666,19.166666666666668,107.33333333333333,240.0,0.5790000000000001,0.5485000000000001,0.3935,0.2715,26.3,77.18333333333334,51.6,62.26666666666667,9.133333333333333,12.366666666666667,14.466666666666669,100.0,112.71666666666665,111.86666666666667
2024-11-09,San Antonio Spurs,240.0,40.5,84.25,0.48175,14.0,40.25,0.34625,15.5,18.75,0.82675,10.5,33.25,43.75,29.5,7.25,6.25,16.5,19.5,110.5,240.0,0.5985,0.565,0.47850000000000004,0.2225,25.625,76.2,52.15,72.425,7.5249999999999995,12.85,15.075,100.0,115.0,110.45
2024-11-09,Toronto Raptors,240.0,45.5,94.25,0.48424999999999996,10.75,34.5,0.31125,13.75,21.0,0.6595,11.75,28.25,40.0,31.5,9.0,3.5,12.5,24.5,115.5,240.0,0.5585,0.541,0.3655,0.224,27.5,69.525,47.625,68.80000000000001,9.0,6.949999999999999,10.775,100.0,115.8,121.975
2024-11-09,Utah Jazz,240.0,37.0,83.4,0.4434,13.2,37.4,0.3516,23.0,28.6,0.8183999999999999,10.4,34.0,44.4,26.0,7.0,5.6,18.4,19.2,110.2,240.0,0.5748,0.5232,0.4526,0.34320000000000006,24.7,74.62,50.839999999999996,70.34,6.88,10.36,16.18,100.0,108.67999999999999,118.08
2024-11-10,Boston Celtics,245.0,40.8,92.4,0.44239999999999996,17.0,51.2,0.3316,22.4,26.8,0.8218,11.2,34.4,45.6,24.2,9.4,4.6,12.8,15.8,121.0,245.0,0.5824,0.5346,0.5564,0.2954,24.46,78.52000000000001,51.48,60.15999999999999,9.120000000000001,8.719999999999999,10.959999999999999,100.0,118.38,106.84
2024-11-10,Charlotte Hornets,252.5,35.5,91.5,0.3885,12.0,48.0,0.2485,16.0,19.0,0.8385,10.5,33.5,44.0,20.5,10.0,3.0,17.5,22.0,99.0,252.5,0.4955,0.454,0.5225,0.20700000000000002,23.65,79.44999999999999,50.7,57.7,10.0,6.1000000000000005,14.75,100.0,98.45,110.4
2024-11-10,Dallas Mavericks,240.0,46.5,91.5,0.5085,13.0,36.0,0.3565,14.0,18.5,0.7575000000000001,11.0,30.0,41.0,27.0,9.5,3.5,10.0,19.0,120.0,240.0,0.6025,0.5794999999999999,0.393,0.2025,25.85,71.44999999999999,48.55,58.0,9.9,6.800000000000001,9.1,100.0,124.8,122.75
2024-11-10,Denver Nuggets,240.0,45.2,88.2,0.5147999999999999,14.8,33.0,0.44820000000000004,21.0,27.8,0.7632,13.0,34.0,47.0,33.6,8.4,5.4,16.2,19.4,126.2,240.0,0.6317999999999999,0.5988,0.3762,0.3176,29.74,75.97999999999999,53.739999999999995,74.46000000000001,8.14,9.42,13.9,100.0,123.34,114.58
2024-11-10,Detroit Pistons,240.0,41.5,86.75,0.479,10.75,33.75,0.31925000000000003,14.75,20.75,0.715,11.25,34.75,46.0,23.25,6.25,7.0,18.25,19.0,108.5,240.0,0.56625,0.54125,0.39075,0.23725000000000002,25.625,73.45,50.675,56.175,6.2,11.475,16.1,100.0,107.525,112.27499999999999
2024-11-10,Golden State Warriors,245.0,43.6,90.6,0.483,15.0,37.6,0.4006,20.6,29.0,0.7236,12.8,35.6,48.4,28.8,7.6,4.6,12.8,22.2,122.8,245.0,0.5954,0.5664,0.4154,0.33140000000000003,27.82,74.44,51.5,65.84,7.44,9.559999999999999,11.02,100.0,120.97999999999999,117.35999999999999
2024-11-10,Houston Rockets,240.0,38.0,91.25,0.4165,10.25,33.75,0.30325,19.25,25.25,0.7645,15.5,33.0,48.5,19.75,6.75,3.5,12.75,20.5,105.5,240.0,0.5165,0.47350000000000003,0.37124999999999997,0.27675,32.7,74.875,52.9,52.075,7.0,6.675,11.1,100.0,110.25,111.425
2024-11-10,Indiana Pacers,252.5,43.75,88.0,0.49875,15.25,35.5,0.43000000000000005,22.0,27.25,0.8180000000000001,8.0,32.5,40.5,27.25,7.75,4.0,15.0,24.5,124.75,252.5,0.62675,0.5860000000000001,0.40275,0.3155,19.05,70.7,46.8,62.25,7.375,7.225,12.85,100.0,119.875,115.575
2024-11-10,Los Angeles Lakers,240.0,44.0,85.5,0.515,14.0,36.0,0.3905,17.5,21.0,0.839,7.5,31.5,39.0,29.0,5.0,8.5,9.0,16.0,119.5,240.0,0.631,0.5965,0.421,0.2455,20.1,70.6,47.900000000000006,65.9,5.45,15.15,8.65,100.0,126.6,110.55
2024-11-10,Memphis Grizzlies,240.0,46.0,87.66666666666667,0.526,12.0,33.333333333333336,0.361,16.666666666666668,20.666666666666668,0.7959999999999999,11.333333333333334,37.666666666666664,49.0,32.0,9.666666666666666,9.0,18.333333333333332,18.333333333333332,120.66666666666667,240.0,0.6233333333333334,0.5946666666666667,0.38199999999999995,0.23766666666666666,30.600000000000005,75.89999999999999,56.6,69.46666666666667,9.299999999999999,17.7,15.833333333333334,100.0,118.83333333333333,100.36666666666667
2024-11-10,Miami Heat,240.0,40.75,91.25,0.447,14.75,36.25,0.40175,15.5,19.75,0.7885,12.25,33.75,46.0,24.25,10.75,4.0,15.25,18.25,111.75,240.0,0.56,0.52725,0.39825,0.219,25.224999999999998,77.35,50.375,59.075,10.9,8.95,13.35,100.0,112.3,111.175
2024-11-10,Milwaukee Bucks,240.0,41.666666666666664,84.66666666666667,0.492,15.333333333333334,35.333333333333336,0.4323333333333334,15.666666666666666,22.0,0.6983333333333333,8.666666666666666,33.666666666666664,42.333333333333336,21.666666666666668,8.333333333333334,4.666666666666667,12.333333333333334,20.666666666666668,114.33333333333333,240.0,0.6056666666666667,0.5823333333333333,0.4166666666666667,0.26166666666666666,20.400000000000002,79.5,50.23333333333333,52.03333333333333,8.666666666666666,12.066666666666668,11.6,100.0,118.93333333333334,113.33333333333333
2024-11-10,Minnesota Timberwolves,240.0,40.6,84.8,0.48019999999999996,18.0,42.8,0.42379999999999995,14.4,19.4,0.7622,10.8,33.4,44.2,28.8,8.4,6.2,18.4,20.4,113.6,240.0,0.6092000000000001,0.587,0.5038,0.2352,26.46,75.24,51.96,70.74,8.459999999999999,11.52,16.44,100.0,114.82000000000001,106.54
2024-11-10,New York Knicks,240.0,42.6,87.6,0.4862,15.2,35.6,0.413,15.2,18.6,0.7944,9.4,31.8,41.2,26.6,8.0,3.8,12.2,17.2,115.6,240.0,0.6046,0.5732,0.4086,0.21719999999999998,22.2,78.46,50.18,62.82000000000001,8.24,7.74,11.34,100.0,119.55999999999999,117.46
2024-11-10,Oklahoma City Thunder,240.0,42.4,89.4,0.4744,14.0,36.4,0.3826,16.6,21.0,0.7856,8.4,33.2,41.6,25.2,11.2,7.2,12.6,20.0,115.4,240.0,0.5842,0.5526,0.4074,0.23420000000000002,19.34,72.28,46.92,59.620000000000005,11.120000000000001,13.36,11.36,100.0,114.75999999999999,103.0
