Date_SingleModel,Home_SingleModel,Away_SingleModel,ActualWinner_SingleModel,PredictedWinner_SingleModel,ActualSpread_SingleModel,PredictedSpread_SingleModel,SpreadError_SingleModel,Correct_SingleModel,HomePoints_SingleModel,AwayPoints_SingleModel,PredictedHomePoints_SingleModel,PredictedAwayPoints_SingleModel,Date_monthBatchRetrain,Home_monthBatchRetrain,Away_monthBatchRetrain,ActualWinner_monthBatchRetrain,PredictedWinner_monthBatchRetrain,ActualSpread_monthBatchRetrain,PredictedSpread_monthBatchRetrain,SpreadError_monthBatchRetrain,Correct_monthBatchRetrain,HomePoints_monthBatchRetrain,AwayPoints_monthBatchRetrain,PredictedHomePoints_monthBatchRetrain,PredictedAwayPoints_monthBatchRetrain
2024-11-08,Orlando Magic,New Orleans Pelicans,Orlando Magic,Orlando Magic,27.0,21.9,5.100000000000001,True,115.0,88.0,113.4,91.4,2024-11-15,New York Knicks,Brooklyn Nets,New York Knicks,New York Knicks,2.0,2.4,0.3999999999999999,True,124.0,122.0,113.4,110.9
2024-11-08,Detroit Pistons,Atlanta Hawks,Detroit Pistons,Atlanta Hawks,1.0,3.1,2.1,False,122.0,121.0,120.4,123.5,2024-11-16,Charlotte Hornets,Milwaukee Bucks,Charlotte Hornets,Charlotte Hornets,1.0,7.9,6.9,True,115.0,114.0,118.7,110.8
2024-11-08,Charlotte Hornets,Indiana Pacers,Charlotte Hornets,Charlotte Hornets,20.0,8.1,11.9,True,103.0,83.0,103.8,95.8,2024-11-16,Boston Celtics,Toronto Raptors,Boston Celtics,Boston Celtics,3.0,6.5,3.5,True,126.0,123.0,123.3,116.8
2024-11-08,Dallas Mavericks,Phoenix Suns,Phoenix Suns,Dallas Mavericks,1.0,3.1,2.1,False,113.0,114.0,117.5,114.3,2024-11-16,New Orleans Pelicans,Los Angeles Lakers,Los Angeles Lakers,Los Angeles Lakers,5.0,3.8,1.2000000000000002,True,99.0,104.0,112.7,116.5
2024-11-09,Los Angeles Clippers,Toronto Raptors,Los Angeles Clippers,Los Angeles Clippers,2.0,3.9,1.9,True,105.0,103.0,106.2,102.3,2024-11-16,Dallas Mavericks,San Antonio Spurs,Dallas Mavericks,Dallas Mavericks,17.0,6.5,10.5,True,110.0,93.0,108.3,101.8
2024-11-09,San Antonio Spurs,Utah Jazz,Utah Jazz,San Antonio Spurs,1.0,1.8,0.8,False,110.0,111.0,113.4,111.5,2024-11-16,Sacramento Kings,Utah Jazz,Sacramento Kings,Sacramento Kings,4.0,6.4,2.4000000000000004,True,121.0,117.0,122.1,115.6
2024-11-09,Atlanta Hawks,Chicago Bulls,Chicago Bulls,Chicago Bulls,12.0,9.8,2.1999999999999993,True,113.0,125.0,112.4,122.3,2024-11-17,Chicago Bulls,Houston Rockets,Houston Rockets,Houston Rockets,36.0,3.9,32.1,True,107.0,143.0,111.4,115.3
2024-11-09,Cleveland Cavaliers,Brooklyn Nets,Cleveland Cavaliers,Cleveland Cavaliers,5.0,0.8,4.2,True,105.0,100.0,105.1,104.3,2024-11-17,Los Angeles Clippers,Utah Jazz,Los Angeles Clippers,Los Angeles Clippers,11.0,4.3,6.7,True,116.0,105.0,116.9,112.6
2024-11-10,Denver Nuggets,Dallas Mavericks,Denver Nuggets,Denver Nuggets,2.0,1.4,0.6000000000000001,True,122.0,120.0,122.5,121.1,2024-11-17,Oklahoma City Thunder,Dallas Mavericks,Dallas Mavericks,Oklahoma City Thunder,2.0,1.9,0.10000000000000009,False,119.0,121.0,108.4,106.5
2024-11-10,Philadelphia 76ers,Charlotte Hornets,Philadelphia 76ers,Philadelphia 76ers,2.0,4.8,2.8,True,107.0,105.0,109.5,104.7,2024-11-17,New York Knicks,Brooklyn Nets,New York Knicks,New York Knicks,10.0,3.1,6.9,True,114.0,104.0,114.9,111.8
2024-11-10,Los Angeles Lakers,Toronto Raptors,Los Angeles Lakers,Los Angeles Lakers,20.0,12.3,7.699999999999999,True,123.0,103.0,117.8,105.4,2024-11-17,Washington Wizards,Detroit Pistons,Detroit Pistons,Detroit Pistons,20.0,3.1,16.9,True,104.0,124.0,106.9,110.0
2024-11-10,Phoenix Suns,Sacramento Kings,Sacramento Kings,Sacramento Kings,9.0,7.4,1.5999999999999996,True,118.0,127.0,120.9,128.3,2024-11-17,Cleveland Cavaliers,Charlotte Hornets,Cleveland Cavaliers,Cleveland Cavaliers,14.0,10.2,3.8000000000000007,True,128.0,114.0,119.8,109.6
2024-11-10,Oklahoma City Thunder,Golden State Warriors,Golden State Warriors,Golden State Warriors,11.0,1.8,9.2,True,116.0,127.0,118.2,120.0,2024-11-17,Memphis Grizzlies,Denver Nuggets,Memphis Grizzlies,Memphis Grizzlies,15.0,7.4,7.6,True,105.0,90.0,115.4,107.9
2024-11-10,Portland Trail Blazers,Memphis Grizzlies,Memphis Grizzlies,Memphis Grizzlies,45.0,27.0,18.0,True,89.0,134.0,100.6,127.6,2024-11-17,Portland Trail Blazers,Atlanta Hawks,Portland Trail Blazers,Atlanta Hawks,4.0,0.4,3.6,False,114.0,110.0,111.4,111.8
2024-11-10,Orlando Magic,Washington Wizards,Orlando Magic,Orlando Magic,27.0,22.3,4.699999999999999,True,121.0,94.0,119.2,96.9,2024-11-17,Indiana Pacers,Miami Heat,Indiana Pacers,Miami Heat,9.0,1.6,7.4,False,119.0,110.0,114.2,115.8
2024-11-10,Indiana Pacers,New York Knicks,Indiana Pacers,New York Knicks,11.0,0.1,10.9,False,132.0,121.0,123.7,123.9,2024-11-17,Minnesota Timberwolves,Phoenix Suns,Minnesota Timberwolves,Minnesota Timberwolves,3.0,1.7,1.3,True,120.0,117.0,115.5,113.8
2024-11-10,Milwaukee Bucks,Boston Celtics,Boston Celtics,Boston Celtics,6.0,2.4,3.6,True,107.0,113.0,109.3,111.7,2024-11-18,Los Angeles Clippers,Golden State Warriors,Los Angeles Clippers,Golden State Warriors,3.0,2.5,0.5,False,102.0,99.0,109.3,111.8
2024-11-10,Detroit Pistons,Houston Rockets,Houston Rockets,Houston Rockets,2.0,3.5,1.5,True,99.0,101.0,100.3,103.8,2024-11-18,Phoenix Suns,Orlando Magic,Orlando Magic,Phoenix Suns,10.0,4.5,5.5,False,99.0,109.0,109.7,105.1
2024-11-10,Minnesota Timberwolves,Miami Heat,Miami Heat,Minnesota Timberwolves,1.0,2.2,1.2000000000000002,False,94.0,95.0,99.4,97.2,2024-11-18,Milwaukee Bucks,Houston Rockets,Milwaukee Bucks,Milwaukee Bucks,1.0,4.8,3.8,True,101.0,100.0,109.5,104.7
2024-11-11,Chicago Bulls,Cleveland Cavaliers,Cleveland Cavaliers,Cleveland Cavaliers,6.0,5.9,0.09999999999999964,True,113.0,119.0,116.3,122.1,2024-11-18,Sacramento Kings,Atlanta Hawks,Atlanta Hawks,Sacramento Kings,1.0,2.4,1.4,False,108.0,109.0,115.7,113.3
2024-11-11,Houston Rockets,Washington Wizards,Houston Rockets,Houston Rockets,15.0,14.9,0.09999999999999964,True,107.0,92.0,113.4,98.4,2024-11-18,New York Knicks,Washington Wizards,New York Knicks,New York Knicks,28.0,11.3,16.7,True,134.0,106.0,120.7,109.4
2024-11-11,New Orleans Pelicans,Brooklyn Nets,Brooklyn Nets,Brooklyn Nets,2.0,3.3,1.2999999999999998,True,105.0,107.0,105.2,108.4,2024-11-18,Miami Heat,Philadelphia 76ers,Miami Heat,Miami Heat,17.0,3.6,13.4,True,106.0,89.0,108.8,105.2
2024-11-11,Oklahoma City Thunder,Los Angeles Clippers,Oklahoma City Thunder,Oklahoma City Thunder,6.0,0.3,5.7,True,134.0,128.0,124.1,123.7,2024-11-18,Detroit Pistons,Chicago Bulls,Chicago Bulls,Chicago Bulls,10.0,4.9,5.1,True,112.0,122.0,113.1,118.0
2024-11-11,San Antonio Spurs,Sacramento Kings,San Antonio Spurs,San Antonio Spurs,20.0,10.9,9.1,True,116.0,96.0,112.4,101.5,2024-11-18,Toronto Raptors,Indiana Pacers,Toronto Raptors,Toronto Raptors,11.0,7.2,3.8,True,130.0,119.0,116.2,109.0
